customer_id,age,gender,income,occupation,city,tenure_years,avg_balance,monthly_deposits,monthly_withdrawals,digital_txn_ratio,card_limit,utilization_ratio,delinquency_12m,loan_type,monthly_emi,overdue_flag,mf_investment,fd_amount,insurance_policy,shopping_spend,travel_spend,utility_spend,wallet_spend,total_spend_6m,has_credit_card,has_loan,has_investments,spend_to_income,emi_to_income,high_credit_util,digital_engagement_score,txn_activity_score,total_investments,wealth_tier,risk_flag,risk_score,product_count,cluster_kmeans,cluster_gmm
522,24,Female,800000,Retired,Mooreville,18,59569.28,1,8,0.46,0.0,0.0,0.0,Auto,15177.0,0.0,0.0,0.0,0.0,53583,43412,16840,24046,137881,0,1,0,0.1723510345612068,0.2276515852262216,0,0.3026666666666667,9,0.0,Low,0,0.0,1,0,3
523,52,Male,500000,Salaried,Harrisbury,2,60755.22,5,3,0.62,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,63962,29712,13785,12348,119807,0,0,0,0.2396135207729584,0.0,0,0.5053333333333333,8,0.0,Low,0,0.0,0,0,3
524,56,Female,1200000,Retired,Gibsonville,2,22732.58,7,5,0.43,0.0,0.0,0.0,0,0.0,0.0,275906.0,100000.0,0.0,54684,47528,17421,16383,136016,0,0,1,0.1133465722111898,0.0,0,0.4446666666666666,12,375906.0,High,0,0.0,1,0,3
525,56,Female,500000,Salaried,Levifurt,10,50341.66,10,15,0.62,0.0,0.0,0.0,Auto,12771.0,0.0,26294.0,200000.0,1.0,42615,29260,19288,15156,106319,0,1,1,0.2126375747248505,0.306496644080542,0,0.6386666666666667,25,226294.0,High,0,0.0,2,0,3
526,32,Female,350000,Retired,South Stephen,18,40002.28,10,15,0.96,0.0,0.0,0.0,Personal,29082.0,0.0,0.0,0.0,0.0,72058,28398,15772,29284,145512,0,1,0,0.415747383578904,0.9970629578414454,0,0.8426666666666667,25,0.0,Low,0,0.0,1,1,3
527,60,Male,800000,Salaried,Gonzalezstad,1,111947.86,2,6,0.65,0.0,0.0,0.0,Home,5390.0,0.0,0.0,0.0,0.0,46042,34280,22827,18141,121290,0,1,0,0.1516123104846119,0.0808487872681909,0,0.4433333333333333,8,0.0,Low,0,0.0,1,0,3
528,55,Female,800000,Self-Employed,Joshuafurt,4,11351.21,10,4,0.41,300000.0,0.59,0.0,Home,39135.0,0.0,0.0,0.0,0.0,68440,41119,9074,35327,153960,1,1,0,0.1924497594378007,0.5870161947570786,0,0.5126666666666666,14,0.0,Low,0,0.0,2,2,3
529,50,Male,350000,Self-Employed,Kimville,12,122717.45,13,19,0.56,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48170,35664,14143,24748,122725,0,0,0,0.3506418553089848,0.0,0,0.6826666666666668,32,0.0,Low,0,0.0,0,0,3
530,34,Female,1800000,Student,Crystalside,5,21856.94,13,19,0.51,0.0,0.0,0.0,Auto,33360.0,1.0,0.0,0.0,0.0,56618,33348,13328,26367,129661,0,1,0,0.0720338488700839,0.2223985173432177,0,0.6526666666666667,32,0.0,Low,1,3.0,1,0,1
531,25,Female,200000,Student,Wallacestad,9,59853.1,8,2,0.96,50000.0,0.71,0.0,Home,23722.0,0.0,78163.0,0.0,1.0,53282,36631,19244,18712,127869,1,1,1,0.6393418032909836,1.4232346059236445,1,0.7893333333333333,10,78163.0,Medium,0,2.0,3,1,0
532,34,Female,500000,Retired,Kimberlyton,2,12727.92,14,7,0.58,200000.0,0.46,0.0,Home,24344.0,0.0,0.0,0.0,0.0,35887,38476,19334,30548,124245,1,1,0,0.2484895030209939,0.5842419781925234,0,0.7213333333333334,21,0.0,Low,0,0.0,2,1,3
533,59,Male,350000,Salaried,Hamiltonborough,2,151392.57,4,14,0.86,200000.0,0.35,0.0,0,0.0,0.0,0.0,0.0,0.0,48900,20474,16530,17144,103048,1,0,0,0.2944220159370973,0.0,0,0.6226666666666667,18,0.0,Low,0,0.0,1,0,3
534,55,Male,800000,Retired,Port Ronnie,1,23860.67,13,3,0.56,100000.0,0.45,0.0,Home,28151.0,0.0,0.0,0.0,0.0,45036,44059,18662,17591,125348,1,1,0,0.1566848041439948,0.4222586661200082,0,0.6826666666666668,16,0.0,Low,0,0.0,2,0,3
535,60,Female,500000,Self-Employed,East Williamtown,4,20166.3,3,1,0.87,100000.0,0.61,1.0,Home,16130.0,0.0,23792.0,0.0,1.0,44859,28524,15708,24152,113243,1,1,1,0.2264855470289059,0.3871107093429758,0,0.6020000000000001,4,23792.0,Low,1,3.0,3,2,0
536,43,Female,500000,Student,North Jonathanchester,11,16457.77,1,3,0.55,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,60902,25849,11233,26935,124919,0,0,0,0.2498375003249993,0.0,0,0.3566666666666667,4,0.0,Low,0,0.0,0,0,3
537,30,Female,200000,Retired,Williamston,14,145014.99,5,3,0.92,200000.0,0.55,0.0,Home,23534.0,0.0,0.0,0.0,0.0,51792,25406,18283,29893,125374,1,1,0,0.6268668656656716,1.4119552826830388,0,0.6853333333333333,8,0.0,Low,0,0.0,2,1,0
538,36,Female,500000,Salaried,East Patriciafurt,10,59992.36,4,4,0.29,200000.0,0.41,0.0,Auto,27985.0,0.0,0.0,0.0,0.0,53547,25948,19028,31633,130156,1,1,0,0.2603114793770412,0.6716238810268554,0,0.2806666666666667,8,0.0,Low,0,0.0,2,1,3
539,32,Female,800000,Retired,Port Peter,1,2000.0,7,11,0.93,0.0,0.0,0.0,0,0.0,0.0,154175.0,0.0,1.0,21355,36178,16722,36431,110686,0,0,1,0.1383573270533412,0.0,0,0.7446666666666667,18,154175.0,Medium,0,0.0,1,0,3
540,25,Female,350000,Student,Cainchester,11,53383.33,14,16,0.2,0.0,0.0,0.0,Auto,24993.0,0.0,0.0,0.0,0.0,45451,51117,13237,18496,128301,0,1,0,0.3665732383621761,0.85687347862359,0,0.4933333333333333,30,0.0,Low,0,0.0,1,1,3
541,32,Female,800000,Self-Employed,Port Debra,11,2000.0,13,14,0.35,300000.0,0.64,0.0,Home,20581.0,0.0,0.0,0.0,0.0,52111,34738,21768,17128,125745,1,1,0,0.157181053523683,0.3087103693444598,0,0.5566666666666666,27,0.0,Low,0,0.0,2,2,3
542,57,Female,350000,Salaried,North Jason,12,39061.34,9,17,0.41,50000.0,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,31505,46753,20496,24156,122910,1,0,0,0.3511704252273565,0.0,1,0.486,26,0.0,Low,0,2.0,1,2,2
543,57,Male,800000,Salaried,Nathanport,12,73460.29,5,6,0.37,100000.0,0.15,0.0,0,0.0,0.0,0.0,0.0,0.0,52390,38111,17390,28020,135911,1,0,0,0.1698885376393279,0.0,0,0.3553333333333333,11,0.0,Low,0,0.0,1,0,3
544,48,Male,1200000,Retired,Andreaview,6,2000.0,4,7,0.34,100000.0,0.68,0.0,0,0.0,0.0,0.0,0.0,0.0,51262,41035,16705,22937,131939,1,0,0,0.1099490750424374,0.0,0,0.3106666666666667,11,0.0,Low,0,0.0,1,0,3
545,64,Male,500000,Student,Mcgrathport,18,136304.93,13,10,0.77,0.0,0.0,0.0,0,0.0,0.0,47432.0,200000.0,0.0,64985,35076,12399,31619,144079,0,0,1,0.2881574236851526,0.0,0,0.8086666666666666,23,247432.0,High,0,0.0,1,0,3
546,34,Male,200000,Salaried,Mcgrathshire,5,125541.96,5,8,0.31,100000.0,0.49,1.0,Personal,22357.0,0.0,182184.0,100000.0,0.0,56044,38710,17963,29184,141901,1,1,1,0.7095014524927375,1.3413395196288225,0,0.3193333333333333,13,282184.0,High,1,3.0,3,1,0
547,40,Female,200000,Salaried,New Misty,1,46352.33,12,4,0.31,0.0,0.0,0.0,Home,3141.0,1.0,201983.0,200000.0,0.0,34104,27376,18222,24948,104650,0,1,1,0.5232473837630812,0.1884486930784152,0,0.506,16,401983.0,High,1,3.0,2,1,0
548,55,Female,500000,Student,Victoriamouth,5,48316.33,3,12,0.45,300000.0,0.93,0.0,0,0.0,0.0,0.0,0.0,0.0,66397,36651,19427,7944,130419,1,0,0,0.2608374783250433,0.0,1,0.35,15,0.0,Low,0,2.0,1,2,2
549,53,Female,500000,Salaried,West Corey,14,64983.06,7,11,0.21,300000.0,0.49,0.0,Personal,5690.0,0.0,37682.0,0.0,0.0,61576,45858,20500,26568,154502,1,1,1,0.309003381993236,0.1365567226386566,0,0.3126666666666666,18,37682.0,Low,0,0.0,3,2,3
550,32,Female,200000,Student,Reynoldsbury,18,151201.48,3,8,0.54,300000.0,0.45,1.0,0,0.0,0.0,180148.0,100000.0,0.0,36274,43765,18462,13992,112493,1,0,1,0.5624621876890615,0.0,0,0.404,11,280148.0,High,1,3.0,2,2,2
551,44,Female,800000,Salaried,Owensstad,2,151114.08,5,16,0.73,50000.0,0.62,0.0,0,0.0,0.0,0.0,0.0,0.0,45488,35435,18339,28209,127471,1,0,0,0.1593385508268114,0.0,0,0.5713333333333334,21,0.0,Low,0,0.0,1,0,3
552,45,Male,500000,Self-Employed,South Amy,7,2000.0,6,14,0.45,0.0,0.0,0.0,Auto,38983.0,0.0,31777.0,100000.0,1.0,38981,48838,22029,25647,135495,0,1,1,0.270989458021084,0.935569546330888,0,0.43,20,131777.0,Medium,0,0.0,2,1,3
553,51,Female,350000,Self-Employed,South Carol,11,34294.38,3,12,0.66,200000.0,0.9,1.0,Auto,3649.0,0.0,269606.0,50000.0,1.0,44391,52855,12700,28138,138084,1,1,1,0.3945245870726083,0.1251042821388981,1,0.476,15,319606.0,High,1,5.0,3,2,0
554,43,Male,800000,Student,North Meganton,13,62018.24,6,12,0.4,0.0,0.0,0.0,Auto,18503.0,0.0,0.0,0.0,0.0,50813,35080,18345,17018,121256,0,1,0,0.1515698105377368,0.2775408368874467,0,0.4,18,0.0,Low,0,0.0,1,0,3
555,36,Female,1200000,Salaried,Port Derekton,8,112563.87,11,9,0.98,50000.0,0.36,0.0,0,0.0,0.0,0.0,0.0,0.0,49843,35129,13249,21192,119413,1,0,0,0.0995107504077079,0.0,0,0.8813333333333333,20,0.0,Low,0,0.0,1,0,3
556,41,Female,200000,Self-Employed,Samuelhaven,8,90380.93,9,15,0.91,300000.0,0.93,1.0,0,0.0,0.0,236699.0,100000.0,1.0,38014,50251,13760,24393,126418,1,0,1,0.6320868395658021,0.0,1,0.786,24,336699.0,High,1,5.0,2,2,2
557,49,Female,500000,Salaried,South Heather,5,114631.6,6,7,0.34,50000.0,0.78,0.0,Home,5713.0,0.0,295730.0,0.0,0.0,51785,25986,18556,24432,120759,1,1,1,0.241517516964966,0.1371087093909746,1,0.364,13,295730.0,High,0,2.0,3,2,2
558,42,Female,350000,Salaried,Port Josemouth,1,6258.92,2,17,0.47,300000.0,0.82,0.0,Auto,15164.0,0.0,11258.0,0.0,0.0,39584,38925,12156,22470,113135,1,1,1,0.3232419335944754,0.5198907466029736,1,0.3353333333333333,19,11258.0,Low,0,2.0,3,2,0
559,46,Male,350000,Student,West Nicholaston,18,62029.1,3,7,0.57,0.0,0.0,0.0,Home,29428.0,0.0,228786.0,200000.0,1.0,52766,42458,15855,21345,132424,0,1,1,0.3783532047051294,1.0089254082717165,0,0.422,10,428786.0,High,0,0.0,2,1,3
560,38,Female,500000,Student,Elizabethshire,8,5857.82,8,14,1.0,100000.0,0.52,0.0,0,0.0,0.0,117148.0,200000.0,0.0,44724,43170,15976,19135,123005,1,0,1,0.246009507980984,0.0,0,0.8133333333333334,22,317148.0,High,0,0.0,2,2,3
561,60,Female,800000,Salaried,East Lauraside,8,178232.7,1,5,0.51,300000.0,0.43,1.0,0,0.0,0.0,26238.0,200000.0,1.0,58734,38546,17733,15303,130316,1,0,1,0.1628947963815045,0.0,0,0.3326666666666666,6,226238.0,High,1,3.0,2,2,2
562,45,Male,800000,Self-Employed,Danielview,1,2000.0,10,13,0.24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,50453,29628,16264,24767,121112,0,0,0,0.1513898107627365,0.0,0,0.4106666666666666,23,0.0,Low,0,0.0,0,0,3
563,21,Female,350000,Salaried,Leestad,16,96434.36,5,8,0.6,300000.0,0.49,0.0,Home,17627.0,1.0,0.0,0.0,0.0,55457,39708,10786,28836,134787,1,1,0,0.3851046139868171,0.6043335657063186,0,0.4933333333333333,13,0.0,Low,1,3.0,2,2,0
564,34,Male,350000,Salaried,Brandonbury,5,38160.02,1,9,0.81,100000.0,0.87,0.0,0,0.0,0.0,0.0,0.0,0.0,42752,33696,18365,23053,117866,1,0,0,0.3367590378313205,0.0,1,0.5126666666666666,10,0.0,Low,0,2.0,1,2,2
565,61,Male,200000,Self-Employed,Leahside,2,50417.8,9,6,0.9,50000.0,0.77,0.0,0,0.0,0.0,0.0,0.0,0.0,54342,39696,10996,24637,129671,1,0,0,0.6483517582412088,0.0,1,0.78,15,0.0,Low,0,2.0,1,1,2
566,26,Female,350000,Retired,West Carol,1,85416.88,12,5,0.53,100000.0,0.44,0.0,0,0.0,0.0,219423.0,0.0,1.0,29038,51383,14717,17813,112951,1,0,1,0.3227162208107977,0.0,0,0.6380000000000001,17,219423.0,High,0,0.0,2,1,3
567,61,Female,1800000,Student,East Donna,13,59204.93,14,4,0.54,100000.0,0.94,0.0,0,0.0,0.0,42791.0,50000.0,0.0,54565,34211,12639,22750,124165,1,0,1,0.0689805172330459,0.0,1,0.6973333333333334,18,92791.0,Medium,0,2.0,2,2,1
568,29,Male,200000,Student,Hendersonfort,9,63101.16,3,7,0.7,100000.0,0.15,0.0,Auto,27335.0,0.0,0.0,0.0,0.0,62143,38399,15725,19881,136148,1,1,0,0.6807365963170184,1.6400015999040056,0,0.5,10,0.0,Low,0,0.0,2,1,0
569,31,Female,1200000,Student,South Briannastad,6,81313.33,4,14,0.23,100000.0,0.12,0.0,Auto,35368.0,0.0,0.0,0.0,0.0,54498,45199,13625,15900,129222,1,1,0,0.1076849102625747,0.3536764632353676,0,0.2446666666666667,18,0.0,Low,0,0.0,2,0,3
570,24,Male,800000,Salaried,New Sarahshire,6,99017.12,11,10,0.9,100000.0,0.47,0.0,0,0.0,0.0,196753.0,0.0,1.0,30336,25968,20157,27671,104132,1,0,1,0.1301648372939534,0.0,0,0.8333333333333334,21,196753.0,Medium,0,0.0,2,0,3
571,54,Male,800000,Self-Employed,Manningstad,9,2000.0,13,10,0.89,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,53163,33436,17039,26575,130213,0,0,0,0.1627660465424418,0.0,0,0.8806666666666667,23,0.0,Low,0,0.0,0,0,3
572,43,Male,500000,Salaried,North Joshua,11,80814.42,6,16,1.0,300000.0,0.3,0.0,Auto,31670.0,1.0,33196.0,50000.0,1.0,52310,24723,17479,23763,118275,1,1,1,0.2365495269009462,0.7600617585177957,0,0.76,22,83196.0,Medium,1,3.0,3,2,0
573,21,Female,200000,Retired,New Brendaborough,7,2000.0,1,16,0.21,50000.0,0.8,0.0,0,0.0,0.0,0.0,0.0,0.0,60003,45805,16783,20689,143280,1,0,0,0.7163964180179099,0.0,1,0.1526666666666666,17,0.0,Low,0,2.0,1,1,2
574,45,Female,350000,Retired,Jenniferhaven,1,163241.14,7,1,0.68,300000.0,0.65,0.0,0,0.0,0.0,0.0,0.0,0.0,36869,34767,24494,27779,123909,1,0,0,0.3540247027865634,0.0,0,0.5946666666666667,8,0.0,Low,0,0.0,1,0,3
575,32,Female,500000,Retired,Port Nathanbury,15,105037.74,9,16,0.89,200000.0,0.83,0.0,Personal,6106.0,0.0,0.0,0.0,0.0,70235,28106,16294,15830,130465,1,1,0,0.2609294781410437,0.1465404830284073,1,0.774,25,0.0,Low,0,2.0,2,2,2
576,41,Female,350000,Self-Employed,Davistown,1,50159.79,10,14,0.44,200000.0,0.91,0.0,0,0.0,0.0,188531.0,200000.0,1.0,62593,38157,19212,17394,137356,1,0,1,0.3924445930154485,0.0,1,0.5306666666666666,24,388531.0,High,0,2.0,2,2,2
577,52,Male,350000,Student,East Sarahside,12,41792.29,1,17,0.27,100000.0,0.87,0.0,Personal,25933.0,1.0,0.0,0.0,0.0,55442,33694,19321,26430,134887,1,1,0,0.3853903274562072,0.8891009451104533,1,0.1886666666666666,18,0.0,Low,1,5.0,2,2,0
578,58,Female,200000,Salaried,Port Josephbury,3,100886.41,7,19,0.21,50000.0,0.77,0.0,0,0.0,0.0,212869.0,100000.0,1.0,29195,36018,14726,16289,96228,1,0,1,0.4811375943120284,0.0,1,0.3126666666666666,26,312869.0,High,0,2.0,2,2,2
579,28,Female,800000,Retired,North Kimborough,10,182835.55,14,15,0.96,200000.0,0.61,0.0,Home,16097.0,0.0,227258.0,50000.0,0.0,37739,18923,17265,15645,89572,1,1,1,0.1119648600439249,0.2414513782293265,0,0.9493333333333334,29,277258.0,High,0,0.0,3,2,3
580,22,Female,500000,Salaried,Herringshire,3,92015.71,5,14,0.59,200000.0,0.39,0.0,0,0.0,0.0,0.0,0.0,0.0,37968,26961,15196,18858,98983,1,0,0,0.1979656040687918,0.0,0,0.4873333333333333,19,0.0,Low,0,0.0,1,0,3
581,41,Male,1200000,Retired,East Austinburgh,16,23884.23,5,5,0.49,300000.0,0.25,0.0,0,0.0,0.0,82381.0,100000.0,1.0,44025,41299,18648,25845,129817,1,0,1,0.108180743182714,0.0,0,0.4273333333333333,10,182381.0,Medium,0,0.0,2,0,3
582,22,Male,500000,Salaried,Melindafurt,12,53358.98,9,6,0.84,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47181,34460,16583,17682,115906,0,0,0,0.2318115363769272,0.0,0,0.744,15,0.0,Low,0,0.0,0,0,3
583,25,Male,350000,Student,North Rachelview,5,2000.0,13,13,0.34,300000.0,0.83,0.0,Personal,20331.0,0.0,160565.0,50000.0,0.0,34324,25202,17597,22401,99524,1,1,1,0.2843534732757906,0.6970389586642743,1,0.5506666666666666,26,210565.0,High,0,2.0,3,2,0
584,35,Male,500000,Self-Employed,Amandatown,15,60810.42,12,18,0.77,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25955,38409,15791,24369,104524,0,0,0,0.2090475819048362,0.0,0,0.782,30,0.0,Low,0,0.0,0,0,3
585,63,Female,800000,Student,New Mary,6,6953.49,12,13,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,56961,37171,20667,20898,135697,0,0,0,0.1696210379737025,0.0,0,0.68,25,0.0,Low,0,0.0,0,0,3
586,64,Female,1800000,Salaried,Smithbury,13,97759.44,12,11,0.78,300000.0,0.26,0.0,0,0.0,0.0,0.0,0.0,0.0,60518,31330,14982,27591,134421,1,0,0,0.0746782918453934,0.0,0,0.788,23,0.0,Low,0,0.0,1,0,1
587,41,Male,350000,Retired,New Marvinland,16,2000.0,2,6,0.49,300000.0,0.73,0.0,Personal,33985.0,0.0,0.0,0.0,0.0,37365,35161,17648,26877,117051,1,1,0,0.3344304730557912,1.1651600516553715,1,0.3473333333333333,8,0.0,Low,0,2.0,2,1,0
588,35,Female,350000,Self-Employed,Santiagochester,11,169689.37,5,16,0.24,0.0,0.0,0.0,Auto,36310.0,0.0,0.0,0.0,0.0,51820,41707,19707,20914,134148,0,1,0,0.3832789049174145,1.2448716044021346,0,0.2773333333333333,21,0.0,Low,0,0.0,1,1,3
589,35,Male,350000,Retired,North Meganville,13,123267.17,4,7,0.35,0.0,0.0,0.0,Auto,27107.0,1.0,244416.0,0.0,1.0,43867,43889,16502,24611,128869,0,1,1,0.3681960908683118,0.9293509936802168,0,0.3166666666666666,11,244416.0,High,1,3.0,2,1,0
590,42,Male,350000,Student,Melodyhaven,14,99173.25,7,16,0.77,100000.0,0.76,0.0,Home,14183.0,0.0,199019.0,50000.0,1.0,43025,51543,17547,20941,133056,1,1,1,0.3801589138316747,0.486257614024662,1,0.6486666666666666,23,249019.0,High,0,2.0,3,2,0
591,24,Male,350000,Retired,Hannahton,14,138582.42,13,9,0.38,0.0,0.0,0.0,Home,19173.0,0.0,104766.0,50000.0,1.0,57876,35800,12987,24308,130971,0,1,1,0.3742017879948914,0.657337462715564,0,0.5746666666666667,22,154766.0,Medium,0,0.0,2,1,3
592,47,Male,1200000,Retired,Brownland,3,135852.47,9,13,0.79,0.0,0.0,0.0,0,0.0,0.0,215611.0,200000.0,1.0,38835,37725,20732,15443,112735,0,0,1,0.0939457550452041,0.0,0,0.714,22,415611.0,High,0,0.0,1,0,3
593,28,Male,350000,Retired,North Kimberly,4,33636.27,12,6,0.97,300000.0,0.77,1.0,0,0.0,0.0,0.0,0.0,0.0,49325,33647,17071,29696,129739,1,0,0,0.3706817980520056,0.0,1,0.902,18,0.0,Low,1,5.0,1,2,2
594,50,Male,800000,Student,Brennanberg,17,2000.0,9,16,0.66,0.0,0.0,0.0,0,0.0,0.0,223259.0,0.0,0.0,53762,27749,12865,30764,125140,0,0,1,0.1564248044689944,0.0,0,0.636,25,223259.0,High,0,0.0,1,0,3
595,33,Female,500000,Retired,Moniqueport,11,74497.36,6,8,0.69,0.0,0.0,0.0,Personal,22879.0,1.0,0.0,0.0,0.0,58360,57974,16865,17588,150787,0,1,0,0.3015733968532063,0.5490828220122718,0,0.5740000000000001,14,0.0,Low,1,3.0,1,0,0
596,27,Female,800000,Student,Olsonshire,10,78515.86,9,2,0.41,300000.0,0.55,0.0,0,0.0,0.0,201487.0,0.0,0.0,55601,38002,16508,20756,130867,1,0,1,0.163583545520568,0.0,0,0.486,11,201487.0,High,0,0.0,2,2,3
597,59,Male,500000,Retired,East Tonyborough,7,71099.64,2,16,0.42,50000.0,0.81,0.0,0,0.0,0.0,0.0,0.0,0.0,36405,27944,14730,26149,105228,1,0,0,0.2104555790888418,0.0,1,0.3053333333333333,18,0.0,Low,0,2.0,1,2,2
598,62,Male,350000,Student,Rachelville,4,109999.22,5,17,0.68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,62548,33883,16050,22223,134704,0,0,0,0.3848674718072234,0.0,0,0.5413333333333333,22,0.0,Low,0,0.0,0,0,3
599,40,Male,500000,Retired,Port Susanton,7,118786.96,3,16,0.56,300000.0,0.64,0.0,0,0.0,0.0,0.0,0.0,0.0,50646,33490,15424,17885,117445,1,0,0,0.2348895302209395,0.0,0,0.416,19,0.0,Low,0,0.0,1,0,3
600,21,Female,350000,Salaried,Larryshire,13,218675.54,1,9,0.82,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47607,47383,15393,33949,144332,0,0,0,0.412375964640101,0.0,0,0.5186666666666666,10,0.0,Low,0,0.0,0,0,3
601,62,Female,200000,Salaried,Harrisberg,13,118787.09,7,18,0.2,50000.0,0.53,0.0,Home,36675.0,0.0,0.0,0.0,0.0,44651,39949,15379,25977,125956,1,1,0,0.6297768511157444,2.2003679779213248,0,0.3066666666666666,25,0.0,Low,0,0.0,2,1,0
602,42,Male,800000,Retired,Port Jill,9,2000.0,7,15,0.83,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48870,32065,14347,22100,117382,0,0,0,0.1467273165908542,0.0,0,0.6846666666666666,22,0.0,Low,0,0.0,0,0,3
603,46,Female,350000,Salaried,North Davidtown,10,36658.7,13,14,0.95,200000.0,0.63,0.0,0,0.0,0.0,0.0,0.0,0.0,53833,48261,17025,22574,141693,1,0,0,0.4048359861828966,0.0,0,0.9166666666666666,27,0.0,Low,0,0.0,1,0,3
604,44,Female,500000,Student,Port Josephchester,10,92453.8,13,13,0.43,100000.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,46806,26018,16850,19991,109665,1,0,0,0.2193295613408773,0.0,0,0.6046666666666667,26,0.0,Low,0,0.0,1,0,3
605,28,Female,800000,Self-Employed,Lake Heatherberg,17,31311.11,6,2,0.61,300000.0,0.75,0.0,0,0.0,0.0,150312.0,200000.0,1.0,39621,30258,13091,17344,100314,1,0,1,0.1253923432595709,0.0,1,0.526,8,350312.0,High,0,2.0,2,2,2
606,46,Female,350000,Self-Employed,Port Elizabeth,4,9031.07,2,15,0.94,100000.0,0.77,0.0,Auto,12993.0,0.0,0.0,0.0,0.0,38145,36241,18674,27257,120317,1,1,0,0.3437618749660715,0.4454590128338457,1,0.6173333333333333,17,0.0,Low,0,2.0,2,2,0
607,44,Male,800000,Salaried,West Jeffburgh,7,2000.0,10,11,0.79,200000.0,0.66,0.0,Auto,13068.0,0.0,0.0,0.0,0.0,52986,27526,17923,30722,129157,1,1,0,0.1614460481924397,0.1960170597441038,0,0.7406666666666666,21,0.0,Low,0,0.0,2,2,3
608,30,Male,800000,Student,East Mark,19,106690.02,13,5,0.83,50000.0,0.87,0.0,0,0.0,0.0,0.0,0.0,0.0,43035,24942,14290,23445,105712,1,0,0,0.1321398348252064,0.0,1,0.8446666666666667,18,0.0,Low,0,2.0,1,2,2
609,56,Female,200000,Self-Employed,South Victoria,18,111751.01,8,6,0.49,50000.0,0.73,0.0,Personal,30641.0,0.0,0.0,0.0,0.0,22066,36287,13756,26324,98433,1,1,0,0.492162539187304,1.8383496990180588,1,0.5073333333333333,14,0.0,Low,0,2.0,2,1,0
610,25,Male,350000,Salaried,Samanthaberg,3,103974.86,5,13,0.68,50000.0,0.46,0.0,Auto,9369.0,0.0,92016.0,0.0,0.0,47146,32683,15260,34505,129594,1,1,1,0.3702675135213899,0.3212118441653429,0,0.5413333333333333,18,92016.0,Medium,0,0.0,3,1,3
611,64,Male,1200000,Student,Jonathanbury,17,46917.18,2,11,0.65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23656,39390,22547,22224,107817,0,0,0,0.0898474251271457,0.0,0,0.4433333333333333,13,0.0,Low,0,0.0,0,0,3
612,42,Male,200000,Self-Employed,North James,15,25651.42,11,2,0.95,0.0,0.0,0.0,Auto,22920.0,0.0,102889.0,100000.0,1.0,57470,31452,12362,33272,134556,0,1,1,0.6727766361168194,1.3751174929504228,0,0.8633333333333333,13,202889.0,High,0,0.0,2,1,3
613,55,Male,500000,Salaried,Justintown,11,119241.43,2,3,0.51,300000.0,0.29,0.0,0,0.0,0.0,297620.0,200000.0,1.0,65196,32795,25464,28261,151716,1,0,1,0.3034313931372137,0.0,0,0.3593333333333333,5,497620.0,High,0,0.0,2,2,3
614,30,Male,350000,Retired,New Justinland,13,108616.34,6,19,0.48,0.0,0.0,0.0,0,0.0,0.0,85650.0,0.0,1.0,63271,46807,16474,29308,155860,0,0,1,0.4453130133913903,0.0,0,0.448,25,85650.0,Medium,0,0.0,1,0,3
615,45,Female,1800000,Retired,Taylormouth,3,2000.0,7,17,0.9,200000.0,0.83,0.0,0,0.0,0.0,17931.0,200000.0,1.0,43139,31363,18443,24101,117046,1,0,1,0.0650255194302669,0.0,1,0.7266666666666667,24,217931.0,High,0,2.0,2,2,1
616,27,Female,800000,Student,Nathanielmouth,3,133168.29,3,15,0.43,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,48909,30834,11865,23635,115243,0,0,0,0.1440535699330375,0.0,0,0.338,18,0.0,Low,0,0.0,0,0,3
617,62,Male,500000,Retired,East Lisa,7,2000.0,10,15,0.85,50000.0,0.79,0.0,0,0.0,0.0,163149.0,50000.0,1.0,52776,36760,14227,24154,127917,1,0,1,0.2558334883330233,0.0,1,0.7766666666666666,25,213149.0,High,0,2.0,2,2,2
618,61,Male,800000,Retired,East Michael,7,47050.46,12,17,0.89,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39112,24615,20831,16663,101221,0,0,0,0.1265260918423852,0.0,0,0.8540000000000001,29,0.0,Low,0,0.0,0,0,3
619,44,Female,200000,Student,Lake Michelle,19,2000.0,7,4,0.34,200000.0,0.28,0.0,0,0.0,0.0,0.0,0.0,0.0,67195,33801,16168,22945,140109,1,0,0,0.7005414972925136,0.0,0,0.3906666666666667,11,0.0,Low,0,0.0,1,1,3
