customer_id,age,gender,income,occupation,city,tenure_years,avg_balance,monthly_deposits,monthly_withdrawals,digital_txn_ratio,card_limit,utilization_ratio,delinquency_12m,loan_type,monthly_emi,overdue_flag,mf_investment,fd_amount,insurance_policy,shopping_spend,travel_spend,utility_spend,wallet_spend,total_spend_6m,has_credit_card,has_loan,has_investments
729,43,Female,800000,Student,Lake Brittanyborough,7,98009.06,4,13,0.76,50000.0,0.42,0.0,0,0.0,0.0,73493.0,100000.0,1.0,37874,42200,16499,32553,129126,1,0,1
730,64,Male,500000,Student,West Christopher,5,71310.44,10,15,0.71,200000.0,0.26,0.0,0,0.0,0.0,211241.0,200000.0,1.0,49118,40364,12842,25163,127487,1,0,1
731,28,Female,500000,Retired,West Hannahton,16,2000.0,3,4,0.8,50000.0,0.17,0.0,Home,14195.0,0.0,0.0,0.0,0.0,60521,26598,17194,28352,132665,1,1,0
732,28,Female,350000,Retired,Debraport,5,96908.79,5,9,0.43,50000.0,0.45,0.0,Home,29226.0,1.0,156713.0,0.0,1.0,26611,45170,18984,24323,115088,1,1,1
733,23,Female,1800000,Self-Employed,Bradfordchester,8,154960.92,7,18,0.5,0.0,0.0,0.0,Personal,23379.0,0.0,0.0,0.0,0.0,55807,28991,18295,25483,128576,0,1,0
734,55,Female,500000,Retired,East Andrea,10,33245.13,4,4,0.91,50000.0,0.92,0.0,Auto,33818.0,0.0,0.0,0.0,0.0,58997,45838,18351,25982,149168,1,1,0
735,54,Female,350000,Student,Lawsonfurt,10,38061.38,10,11,0.32,200000.0,0.23,0.0,0,0.0,0.0,155781.0,50000.0,1.0,58626,35019,16620,28904,139169,1,0,1
736,41,Male,800000,Retired,East Daniel,7,167934.7,13,16,0.94,100000.0,0.65,0.0,Auto,28853.0,0.0,0.0,0.0,0.0,39429,33006,17256,19245,108936,1,1,0
737,47,Male,350000,Retired,Welchhaven,9,2000.0,8,8,0.41,100000.0,0.82,1.0,0,0.0,0.0,0.0,0.0,0.0,45237,33347,13303,18585,110472,1,0,0
738,33,Male,500000,Student,Ericstad,4,151332.03,7,14,0.58,50000.0,0.35,1.0,0,0.0,0.0,0.0,0.0,0.0,38468,41825,17309,26333,123935,1,0,0
739,42,Female,800000,Salaried,Lake Amanda,12,2000.0,13,6,0.22,200000.0,0.8,0.0,0,0.0,0.0,196499.0,0.0,0.0,50422,43500,15953,31703,141578,1,0,1
740,37,Male,200000,Student,Markfurt,2,63851.87,9,13,0.57,300000.0,0.69,0.0,0,0.0,0.0,0.0,0.0,0.0,30655,35199,17062,35335,118251,1,0,0
741,40,Female,350000,Student,Mariastad,19,195177.18,8,15,0.34,300000.0,0.42,1.0,0,0.0,0.0,0.0,0.0,0.0,47681,34634,11415,27991,121721,1,0,0
742,51,Female,350000,Retired,Lake Melissa,19,91875.65,7,19,0.62,200000.0,0.79,0.0,0,0.0,0.0,0.0,0.0,0.0,45014,38254,16343,20527,120138,1,0,0
743,57,Male,200000,Retired,Lake Mariaburgh,15,147301.35,8,19,0.37,0.0,0.0,0.0,0,0.0,0.0,122457.0,200000.0,0.0,53196,27204,13429,30255,124084,0,0,1
744,24,Female,800000,Retired,North Feliciafort,3,93745.69,6,17,0.46,0.0,0.0,0.0,0,0.0,0.0,20466.0,50000.0,0.0,44321,34651,19120,22813,120905,0,0,1
745,46,Male,350000,Student,Valerieburgh,8,115293.23,9,19,0.8,50000.0,0.32,0.0,Home,8458.0,0.0,0.0,0.0,0.0,33295,46073,14047,24644,118059,1,1,0
746,59,Female,200000,Student,Staceyton,6,79902.28,7,11,0.27,300000.0,0.18,0.0,Home,11047.0,0.0,0.0,0.0,0.0,55487,61890,17988,18033,153398,1,1,0
747,24,Male,350000,Salaried,Cooperview,13,28482.79,8,10,0.85,50000.0,0.18,0.0,0,0.0,0.0,97333.0,0.0,1.0,48873,25066,16900,21675,112514,1,0,1
748,40,Female,500000,Student,New Mike,7,93848.94,13,18,0.4,0.0,0.0,0.0,Auto,7582.0,0.0,159779.0,50000.0,1.0,52592,30268,14229,24801,121890,0,1,1
749,24,Male,500000,Salaried,North Donald,3,98660.9,10,2,0.67,200000.0,0.35,0.0,0,0.0,0.0,0.0,0.0,0.0,50477,49962,20234,14789,135462,1,0,0
750,44,Male,200000,Retired,Lake Connie,4,19729.47,8,17,0.37,0.0,0.0,0.0,Personal,20007.0,0.0,0.0,0.0,0.0,43493,23243,10422,18540,95698,0,1,0
751,44,Male,800000,Self-Employed,South Sarahside,18,83267.93,12,9,0.55,0.0,0.0,0.0,Home,36264.0,0.0,0.0,0.0,0.0,56303,32549,15577,20849,125278,0,1,0
752,39,Male,350000,Self-Employed,North Tracytown,19,35425.56,9,14,0.61,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,42076,38608,23528,31437,135649,0,0,0
753,39,Female,200000,Student,North David,13,19755.22,7,17,0.46,300000.0,0.77,0.0,0,0.0,0.0,0.0,0.0,0.0,30752,42461,12842,22589,108644,1,0,0
754,32,Female,800000,Salaried,Jennifermouth,6,136663.11,9,15,0.72,50000.0,0.51,0.0,Auto,14274.0,0.0,0.0,0.0,0.0,33266,27972,13362,34959,109559,1,1,0
755,51,Male,800000,Retired,East Erika,19,223007.42,12,6,0.79,50000.0,0.26,0.0,Auto,37839.0,0.0,259840.0,50000.0,0.0,73297,37706,16775,21142,148920,1,1,1
756,56,Female,200000,Student,New Brianmouth,17,73015.71,10,8,0.68,50000.0,0.92,0.0,0,0.0,0.0,0.0,0.0,0.0,35431,33924,14353,16207,99915,1,0,0
757,53,Female,200000,Salaried,East Meagan,17,86958.9,3,3,0.56,0.0,0.0,0.0,Auto,33288.0,0.0,172304.0,200000.0,1.0,43979,34159,18866,22446,119450,0,1,1
758,48,Male,800000,Student,Port David,11,72044.14,11,6,0.8,300000.0,0.67,0.0,Personal,28682.0,0.0,56782.0,100000.0,1.0,64931,27674,15173,17415,125193,1,1,1
759,53,Female,500000,Student,Greerport,4,87707.06,12,17,0.2,0.0,0.0,0.0,Auto,11679.0,0.0,0.0,0.0,0.0,42146,33630,15259,17500,108535,0,1,0
760,40,Female,800000,Self-Employed,Port Melissa,15,44521.72,2,5,0.86,0.0,0.0,0.0,Home,30650.0,1.0,0.0,0.0,0.0,32099,33688,19231,26652,111670,0,1,0
761,26,Male,1800000,Salaried,Dianaton,11,48633.6,10,3,0.73,200000.0,0.82,0.0,0,0.0,0.0,0.0,0.0,0.0,66875,36884,14820,19566,138145,1,0,0
762,59,Male,500000,Retired,New Richard,16,25341.13,5,9,0.44,50000.0,0.43,0.0,Personal,7583.0,0.0,0.0,0.0,0.0,55452,44032,18333,29933,147750,1,1,0
763,25,Female,350000,Salaried,West Derricktown,10,66476.28,4,19,0.66,300000.0,0.44,0.0,Home,19238.0,0.0,0.0,0.0,0.0,41273,50215,18556,24864,134908,1,1,0
764,23,Female,200000,Student,South Huntermouth,17,8684.16,11,7,0.26,200000.0,0.66,0.0,Personal,19462.0,1.0,165712.0,50000.0,0.0,77463,42227,12678,33155,165523,1,1,1
765,50,Female,800000,Self-Employed,Garrisonbury,13,168228.92,1,18,0.29,0.0,0.0,0.0,Auto,33235.0,0.0,40761.0,100000.0,0.0,29387,40651,16746,23088,109872,0,1,1
766,26,Female,500000,Retired,Alyssaland,13,28832.14,3,6,0.62,0.0,0.0,0.0,Auto,36914.0,0.0,0.0,0.0,0.0,55565,50911,15682,30446,152604,0,1,0
767,39,Male,350000,Salaried,West Corey,14,80393.03,13,16,0.4,300000.0,0.38,1.0,Personal,30415.0,0.0,0.0,0.0,0.0,44986,42404,18556,25272,131218,1,1,0
768,46,Male,1200000,Salaried,Port Raymond,5,87874.71,10,14,0.57,0.0,0.0,0.0,0,0.0,0.0,124358.0,100000.0,1.0,48888,31210,19385,34612,134095,0,0,1
769,40,Female,800000,Self-Employed,Lake Sara,10,45046.61,8,14,0.56,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,30962,47685,19612,27369,125628,0,0,0
770,25,Female,800000,Salaried,Samanthatown,4,40868.95,12,14,0.88,0.0,0.0,0.0,Auto,20910.0,0.0,188628.0,200000.0,0.0,39655,40664,11831,20386,112536,0,1,1
771,59,Female,1200000,Student,New Alison,3,28157.59,12,7,0.92,300000.0,0.58,1.0,Home,16606.0,0.0,211806.0,100000.0,1.0,56073,43486,19378,24899,143836,1,1,1
772,21,Male,800000,Student,Beckyberg,4,45107.22,2,17,0.74,200000.0,0.85,0.0,0,0.0,0.0,0.0,0.0,0.0,35446,38640,14112,20563,108761,1,0,0
773,26,Female,200000,Self-Employed,Lake Tonya,14,5567.85,5,6,0.38,300000.0,0.61,0.0,Auto,15849.0,1.0,241989.0,200000.0,0.0,46215,31490,18382,18153,114240,1,1,1
774,64,Male,200000,Student,Jessicaland,4,74984.49,7,6,0.65,200000.0,0.48,0.0,Personal,9745.0,0.0,0.0,0.0,0.0,60513,51983,17866,41056,171418,1,1,0
775,41,Male,200000,Salaried,Sandraberg,12,184023.84,9,6,0.21,0.0,0.0,0.0,Home,12640.0,0.0,0.0,0.0,0.0,53052,17049,12925,25342,108368,0,1,0
776,62,Male,350000,Self-Employed,Michaelstad,7,149803.37,6,4,0.27,50000.0,0.35,0.0,Home,35875.0,0.0,116860.0,0.0,1.0,52161,34156,17563,18186,122066,1,1,1
777,55,Male,350000,Retired,New Jasminebury,14,2000.0,2,9,0.73,0.0,0.0,0.0,Personal,3509.0,0.0,275105.0,50000.0,1.0,48486,32133,20215,24674,125508,0,1,1
778,30,Male,350000,Student,Ochoaland,10,72899.5,13,18,0.52,100000.0,0.19,0.0,Home,39639.0,0.0,142688.0,200000.0,1.0,33476,33053,15217,24286,106032,1,1,1
779,45,Female,800000,Retired,Fergusonton,12,115352.01,14,15,0.45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,43259,44018,12949,16180,116406,0,0,0
780,29,Male,500000,Salaried,Mayerfort,11,10542.1,7,15,0.8,100000.0,0.95,0.0,Home,6500.0,0.0,0.0,0.0,0.0,53328,32797,15803,14236,116164,1,1,0
781,40,Male,500000,Student,North Kristina,11,56838.63,11,4,0.93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,54592,33977,11183,30355,130107,0,0,0
782,41,Female,500000,Retired,Stephenton,1,25054.7,2,3,0.49,100000.0,0.84,0.0,0,0.0,0.0,0.0,0.0,0.0,43372,38873,20099,28204,130548,1,0,0
783,47,Female,350000,Retired,Mariamouth,15,129626.14,4,15,0.52,200000.0,0.25,0.0,Personal,3229.0,0.0,125933.0,0.0,1.0,40471,48798,14673,25573,129515,1,1,1
784,38,Male,800000,Self-Employed,New Joseborough,11,2000.0,1,12,0.62,300000.0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,58808,21141,15803,24656,120408,1,0,0
785,40,Female,200000,Salaried,Loristad,16,177807.8,5,16,0.49,300000.0,0.42,0.0,Home,20018.0,0.0,0.0,0.0,0.0,43778,21936,18104,26339,110157,1,1,0
786,27,Female,350000,Retired,East Joshua,12,102220.42,4,9,0.95,100000.0,0.28,0.0,0,0.0,0.0,285361.0,100000.0,0.0,36491,40801,12821,22644,112757,1,0,1
787,34,Female,800000,Self-Employed,Brianbury,18,137071.99,11,1,0.54,300000.0,0.66,0.0,0,0.0,0.0,93053.0,0.0,0.0,38777,43572,16583,22445,121377,1,0,1
788,25,Male,800000,Self-Employed,East Jasonborough,5,126858.6,1,8,0.41,0.0,0.0,0.0,Auto,26465.0,0.0,193224.0,50000.0,0.0,34107,19887,16103,20488,90585,0,1,1
789,44,Female,350000,Salaried,Ryanview,19,2000.0,6,9,0.58,100000.0,0.26,0.0,Auto,4865.0,0.0,0.0,0.0,0.0,39923,43846,14691,26172,124632,1,1,0
790,45,Male,1200000,Self-Employed,South Amandafort,12,95059.8,9,18,0.99,300000.0,0.12,0.0,0,0.0,0.0,114936.0,200000.0,1.0,60637,37993,19057,31378,149065,1,0,1
791,61,Female,200000,Self-Employed,Millerchester,4,2000.0,10,15,0.92,0.0,0.0,0.0,Personal,30773.0,0.0,65272.0,200000.0,1.0,42481,33793,17313,21606,115193,0,1,1
792,62,Male,200000,Student,Terryside,1,4260.73,12,5,0.68,100000.0,0.24,0.0,0,0.0,0.0,105447.0,100000.0,0.0,49682,32140,16212,12914,110948,1,0,1
793,37,Male,1800000,Student,West Nicoleport,2,90135.34,8,14,0.58,0.0,0.0,0.0,0,0.0,0.0,72289.0,50000.0,1.0,45193,28003,10851,13533,97580,0,0,1
794,48,Female,800000,Salaried,Sullivanmouth,9,2000.0,10,17,0.91,0.0,0.0,0.0,Home,23802.0,0.0,0.0,0.0,0.0,43953,29132,12158,21364,106607,0,1,0
795,59,Female,800000,Self-Employed,Port Chloemouth,17,207154.42,9,7,0.2,100000.0,0.84,0.0,Home,12037.0,0.0,54940.0,100000.0,1.0,32820,34623,18616,24430,110489,1,1,1
796,54,Female,200000,Self-Employed,Justinside,6,2000.0,8,9,0.53,200000.0,0.41,0.0,0,0.0,0.0,32814.0,100000.0,1.0,45374,22728,12723,18714,99539,1,0,1
797,54,Female,500000,Salaried,Davisstad,5,2000.0,8,17,0.35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,27687,33838,17669,32686,111880,0,0,0
798,22,Male,800000,Self-Employed,Bonnieberg,2,64359.85,11,8,0.82,0.0,0.0,0.0,Auto,9805.0,0.0,201061.0,0.0,1.0,44407,43386,17147,31126,136066,0,1,1
799,30,Male,500000,Student,Summersside,16,97236.35,7,8,0.43,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41096,44193,21017,18862,125168,0,0,0
800,59,Male,500000,Salaried,Marissachester,15,136622.93,9,9,0.96,200000.0,0.38,0.0,0,0.0,0.0,0.0,0.0,0.0,47102,30670,14548,27223,119543,1,0,0
801,60,Male,200000,Salaried,North James,10,129829.89,1,16,0.44,100000.0,0.82,1.0,0,0.0,0.0,190890.0,200000.0,1.0,52112,35423,20681,24794,133010,1,0,1
802,55,Female,200000,Self-Employed,Richardchester,17,25652.17,14,8,0.26,200000.0,0.2,0.0,Auto,32570.0,0.0,47783.0,50000.0,1.0,38265,22225,16001,22557,99048,1,1,1
803,52,Female,350000,Salaried,Brownhaven,4,41789.29,6,10,0.3,100000.0,0.15,0.0,Personal,23633.0,0.0,0.0,0.0,0.0,49403,21351,13820,25459,110033,1,1,0
804,42,Female,200000,Student,Earlburgh,8,124461.02,11,14,0.85,0.0,0.0,0.0,0,0.0,0.0,75923.0,0.0,1.0,46653,40415,20134,23830,131032,0,0,1
805,41,Female,800000,Retired,West Carlos,14,69477.0,14,5,0.87,0.0,0.0,0.0,0,0.0,0.0,12380.0,0.0,1.0,63835,43660,10743,25972,144210,0,0,1
806,47,Male,1200000,Retired,North Frankshire,8,74283.05,14,2,0.78,200000.0,0.53,0.0,0,0.0,0.0,10743.0,0.0,1.0,53759,31449,17894,18586,121688,1,0,1
807,48,Female,800000,Retired,Jensenstad,2,96191.46,7,9,0.95,200000.0,0.15,0.0,Auto,29534.0,0.0,191292.0,0.0,0.0,56485,24674,12479,22743,116381,1,1,1
808,45,Male,200000,Salaried,North Stephenshire,3,38743.96,2,14,0.48,0.0,0.0,0.0,Personal,15425.0,0.0,0.0,0.0,0.0,35773,43915,11688,31125,122501,0,1,0
809,28,Male,350000,Retired,East Michael,10,86182.44,2,14,0.46,300000.0,0.68,0.0,Home,13781.0,0.0,0.0,0.0,0.0,47245,47258,15465,19505,129473,1,1,0
810,55,Female,200000,Retired,East Thomastown,18,115462.92,10,10,0.41,100000.0,0.68,0.0,Auto,28678.0,0.0,239673.0,0.0,1.0,40889,46188,17764,14791,119632,1,1,1
811,63,Female,800000,Self-Employed,Lake Kristinton,19,65568.23,11,8,0.62,300000.0,0.21,0.0,Home,11268.0,0.0,0.0,0.0,0.0,62676,34119,16976,29872,143643,1,1,0
812,31,Female,350000,Self-Employed,Meyerhaven,10,95156.63,1,4,0.64,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,43469,39483,19981,23455,126388,0,0,0
813,28,Female,350000,Student,Brianburgh,9,84287.35,7,11,0.84,50000.0,0.87,0.0,Auto,16227.0,0.0,0.0,0.0,0.0,30221,49069,15502,29797,124589,1,1,0
814,56,Female,350000,Retired,Davidfort,8,60395.99,9,19,0.59,100000.0,0.18,0.0,Auto,31575.0,0.0,281041.0,100000.0,1.0,23565,31457,19716,22481,97219,1,1,1
815,29,Male,350000,Student,Veronicaport,16,50878.43,1,5,0.52,100000.0,0.41,0.0,0,0.0,0.0,0.0,0.0,0.0,30886,43021,19005,25143,118055,1,0,0
816,60,Male,500000,Student,South Ashleystad,6,103240.64,11,1,0.38,0.0,0.0,0.0,Home,15240.0,0.0,0.0,0.0,0.0,64533,40715,13903,18500,137651,0,1,0
817,32,Male,350000,Retired,West Debra,16,2000.0,3,6,0.9,300000.0,0.73,0.0,Home,9300.0,0.0,154501.0,200000.0,1.0,50237,29137,19930,18159,117463,1,1,1
818,23,Male,350000,Student,Port Devin,18,165795.67,7,16,0.56,300000.0,0.15,0.0,0,0.0,0.0,0.0,0.0,0.0,60210,43649,15292,19615,138766,1,0,0
819,63,Female,1800000,Self-Employed,New Kathleenhaven,1,77464.45,10,10,0.78,200000.0,0.5,1.0,0,0.0,0.0,0.0,0.0,0.0,58738,24067,16228,19953,118986,1,0,0
820,48,Male,350000,Salaried,East Abigailborough,8,63294.23,1,17,0.72,0.0,0.0,0.0,0,0.0,0.0,293205.0,0.0,1.0,50715,37278,21738,19320,129051,0,0,1
821,57,Male,800000,Student,Port Michaelfurt,16,114268.47,5,17,0.35,300000.0,0.94,0.0,0,0.0,0.0,0.0,0.0,0.0,45768,26238,22585,31366,125957,1,0,0
822,63,Female,350000,Retired,Port Todd,6,36590.8,5,9,0.76,200000.0,0.39,0.0,0,0.0,0.0,292359.0,0.0,0.0,42790,44130,16285,22541,125746,1,0,1
823,39,Male,1200000,Self-Employed,North Saraview,12,121090.53,7,17,0.67,0.0,0.0,0.0,Auto,39654.0,0.0,150515.0,0.0,1.0,47927,29619,21598,29373,128517,0,1,1
824,31,Female,500000,Student,Waltonburgh,16,41992.79,9,6,0.59,0.0,0.0,0.0,0,0.0,0.0,177129.0,0.0,1.0,35108,28982,14225,24392,102707,0,0,1
825,21,Male,500000,Self-Employed,Rogerville,13,38711.78,6,5,0.55,50000.0,0.75,0.0,Personal,24467.0,0.0,296774.0,0.0,0.0,43204,33199,14536,31392,122331,1,1,1
826,54,Female,350000,Retired,West Calvinview,6,225958.18,12,3,0.37,200000.0,0.88,0.0,0,0.0,0.0,156236.0,0.0,1.0,58406,37598,16639,21973,134616,1,0,1
827,51,Female,800000,Student,South Wandaberg,5,126751.25,10,14,0.97,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41397,32496,14000,28568,116461,0,0,0
828,45,Female,200000,Salaried,Gonzalezfort,4,119560.46,13,3,0.45,0.0,0.0,0.0,Auto,4299.0,0.0,206669.0,200000.0,1.0,25052,32244,10765,24454,92515,0,1,1
829,45,Male,800000,Retired,Sarahside,5,164157.39,10,14,0.39,0.0,0.0,0.0,0,0.0,0.0,93059.0,100000.0,0.0,71034,25637,14987,28542,140200,0,0,1
830,55,Female,350000,Self-Employed,Juliebury,9,10791.8,11,10,0.48,100000.0,0.55,0.0,0,0.0,0.0,0.0,0.0,0.0,39111,36770,17064,22892,115837,1,0,0
831,58,Male,500000,Student,East Ashleyhaven,19,41943.52,5,8,0.3,50000.0,0.45,0.0,0,0.0,0.0,0.0,0.0,0.0,53281,32243,10286,22054,117864,1,0,0
832,64,Male,1800000,Salaried,South Gailtown,2,147730.85,5,10,0.47,100000.0,0.42,0.0,0,0.0,0.0,0.0,0.0,0.0,47215,40044,18988,22422,128669,1,0,0
833,64,Female,500000,Retired,New Danieltown,2,2000.0,14,5,0.28,50000.0,0.89,0.0,0,0.0,0.0,0.0,0.0,0.0,44681,39077,14531,17025,115314,1,0,0
834,42,Female,800000,Student,Lake Shawn,16,16680.55,10,6,0.62,0.0,0.0,0.0,Auto,6332.0,0.0,0.0,0.0,0.0,58516,24254,12708,31593,127071,0,1,0
835,41,Male,200000,Salaried,Lake Henrystad,1,87475.69,7,2,0.25,0.0,0.0,0.0,Auto,33603.0,1.0,0.0,0.0,0.0,48520,28642,16687,19121,112970,0,1,0
836,41,Female,500000,Self-Employed,Nixonmouth,2,115114.4,3,12,0.44,0.0,0.0,0.0,0,0.0,0.0,79385.0,50000.0,0.0,41941,31217,14856,20390,108404,0,0,1
837,61,Female,800000,Student,West Jennifer,18,170635.45,11,3,0.4,0.0,0.0,0.0,0,0.0,0.0,100100.0,200000.0,1.0,56994,42809,14702,20554,135059,0,0,1
838,31,Female,800000,Student,West David,16,92904.12,5,11,0.71,50000.0,0.85,0.0,Home,28645.0,0.0,77713.0,50000.0,0.0,33628,35311,11488,20976,101403,1,1,1
839,42,Male,800000,Retired,Santiagoton,12,109069.21,4,10,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46198,35349,14831,24058,120436,0,0,0
840,31,Male,800000,Self-Employed,New Katrinafort,3,34993.28,2,19,0.96,200000.0,0.29,0.0,0,0.0,0.0,0.0,0.0,0.0,41755,40688,14275,22541,119259,1,0,0
841,53,Female,200000,Student,Davisberg,16,103416.71,6,4,0.47,300000.0,0.11,0.0,0,0.0,0.0,0.0,0.0,0.0,63037,33270,18318,21342,135967,1,0,0
842,54,Male,350000,Retired,Cynthiamouth,8,35953.4,13,9,0.29,0.0,0.0,0.0,Home,18068.0,0.0,161843.0,50000.0,1.0,32700,57773,20513,21290,132276,0,1,1
843,48,Female,800000,Student,East Annamouth,6,164437.6,9,15,0.65,300000.0,0.69,0.0,0,0.0,0.0,273846.0,50000.0,1.0,36709,39794,17118,34340,127961,1,0,1
844,29,Male,800000,Self-Employed,North Kennethport,1,93933.17,6,15,0.58,100000.0,0.75,0.0,0,0.0,0.0,292242.0,100000.0,0.0,26318,39569,15979,22450,104316,1,0,1
845,28,Male,200000,Retired,Fitzpatrickmouth,3,74365.79,10,17,0.43,0.0,0.0,0.0,Auto,16999.0,0.0,0.0,0.0,0.0,58903,49052,12847,26489,147291,0,1,0
846,24,Female,1200000,Student,South Elizabeth,15,149780.06,14,16,0.67,50000.0,0.11,0.0,0,0.0,0.0,0.0,0.0,0.0,45054,49971,20845,17159,133029,1,0,0
847,58,Female,350000,Self-Employed,East Jermainetown,3,80087.77,9,14,0.7,100000.0,0.81,0.0,Home,5258.0,0.0,0.0,0.0,0.0,32626,28604,10174,26056,97460,1,1,0
848,34,Male,1200000,Retired,Lake Michael,17,39580.59,8,5,0.42,300000.0,0.12,0.0,0,0.0,0.0,0.0,0.0,0.0,47205,43320,17662,22993,131180,1,0,0
849,59,Male,800000,Salaried,Lake Peggy,13,185987.43,4,15,0.65,300000.0,0.19,0.0,0,0.0,0.0,217709.0,50000.0,1.0,26098,43275,16735,29497,115605,1,0,1
850,35,Male,350000,Self-Employed,Javierfurt,1,108840.88,6,2,0.57,100000.0,0.9,0.0,Home,28728.0,0.0,25950.0,0.0,1.0,43340,36596,12902,22481,115319,1,1,1
851,26,Female,800000,Retired,East Kayla,2,100416.55,10,18,0.23,200000.0,0.83,1.0,0,0.0,0.0,0.0,0.0,0.0,35508,34844,19236,23272,112860,1,0,0
852,58,Female,350000,Self-Employed,East Michaelburgh,8,34662.85,13,14,0.88,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,51120,20433,17444,18157,107154,0,0,0
853,55,Male,500000,Student,East Sherri,14,185357.4,1,7,0.42,0.0,0.0,0.0,0,0.0,0.0,116350.0,200000.0,1.0,52819,49861,15971,28926,147577,0,0,1
854,40,Female,200000,Self-Employed,Cesarport,8,67093.57,10,5,0.44,200000.0,0.25,0.0,Personal,13333.0,0.0,0.0,0.0,0.0,58619,43440,18900,28973,149932,1,1,0
855,44,Female,200000,Student,Macdonaldside,6,191842.91,6,14,0.95,50000.0,0.11,0.0,Personal,28317.0,0.0,0.0,0.0,0.0,49383,51091,18791,19943,139208,1,1,0
856,43,Female,200000,Retired,Port Gordonton,19,2000.0,3,18,0.26,0.0,0.0,0.0,Home,38644.0,1.0,0.0,0.0,0.0,55196,22159,17770,29790,124915,0,1,0
857,23,Female,800000,Retired,North Davidburgh,9,167289.57,8,3,0.76,0.0,0.0,0.0,Home,11595.0,0.0,0.0,0.0,0.0,30275,18828,17130,20018,86251,0,1,0
858,48,Male,200000,Student,Port Elizabeth,7,2000.0,3,4,0.39,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,58760,48302,15421,32432,154915,0,0,0
859,34,Female,800000,Salaried,Woodsbury,19,25175.92,13,2,0.87,100000.0,0.43,0.0,Home,32113.0,0.0,167803.0,0.0,0.0,46789,32029,14648,21254,114720,1,1,1
860,34,Female,350000,Student,New Debratown,4,132231.92,6,16,0.63,50000.0,0.37,1.0,0,0.0,0.0,0.0,0.0,0.0,55054,32900,17781,25861,131596,1,0,0
861,60,Male,350000,Retired,New Nathanshire,9,76844.1,2,19,0.96,0.0,0.0,0.0,Personal,20496.0,0.0,22485.0,0.0,1.0,62234,24738,13321,15264,115557,0,1,1
862,53,Female,500000,Self-Employed,Lewischester,14,2000.0,3,15,0.67,200000.0,0.36,0.0,0,0.0,0.0,55606.0,100000.0,0.0,42509,32192,15819,24841,115361,1,0,1
863,31,Male,200000,Retired,East Davidfurt,9,116795.93,6,4,0.53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,56645,44953,19120,22106,142824,0,0,0
864,34,Male,800000,Retired,West Samanthachester,4,148266.61,12,8,0.94,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39941,27217,17286,26750,111194,0,0,0
865,24,Male,1200000,Self-Employed,Lake Alexis,2,60294.87,13,14,0.85,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,46958,21065,18115,18039,104177,0,0,0
866,61,Male,350000,Salaried,Davidshire,9,58669.13,9,18,0.7,50000.0,0.12,0.0,0,0.0,0.0,0.0,0.0,0.0,45667,44692,9040,31877,131276,1,0,0
867,36,Male,350000,Salaried,North Douglasview,17,37700.89,12,18,0.71,50000.0,0.12,1.0,Home,33541.0,0.0,0.0,0.0,0.0,44858,39615,15586,24325,124384,1,1,0
868,50,Female,500000,Student,New Brittany,11,83425.52,2,18,0.21,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,55254,23324,18352,23693,120623,0,0,0
869,41,Female,500000,Self-Employed,Vanessamouth,5,2000.0,2,3,0.94,200000.0,0.79,0.0,0,0.0,0.0,0.0,0.0,0.0,64453,49077,15322,32573,161425,1,0,0
870,40,Female,350000,Self-Employed,Parkerside,12,45699.78,1,6,0.38,0.0,0.0,0.0,Auto,7965.0,0.0,0.0,0.0,0.0,44530,24575,12120,27753,108978,0,1,0
871,53,Female,800000,Retired,Johnstonmouth,9,121763.55,13,7,0.24,100000.0,0.54,1.0,0,0.0,0.0,0.0,0.0,0.0,50710,43517,16636,34385,145248,1,0,0
872,29,Male,800000,Self-Employed,West Cheryl,17,2000.0,6,16,0.22,200000.0,0.93,1.0,Personal,4932.0,1.0,0.0,0.0,0.0,43576,39629,14254,33733,131192,1,1,0
873,54,Male,1200000,Student,South Amy,1,82951.88,14,9,0.45,0.0,0.0,0.0,Home,33325.0,0.0,107486.0,200000.0,1.0,58934,48532,19284,22496,149246,0,1,1
874,28,Female,500000,Retired,Grahamfurt,15,68422.76,2,11,0.47,0.0,0.0,0.0,0,0.0,0.0,29311.0,50000.0,1.0,42438,33880,15723,17990,110031,0,0,1
