customer_id,month,shopping_spend,travel_spend,utility_spend,wallet_spend
375,4,8835,8095,2792,4879
375,5,8205,1138,3045,1360
375,6,4190,8247,3691,4145
376,1,12628,10151,2629,4977
376,2,7704,6191,737,3039
376,3,9580,11598,1184,3983
376,4,1186,10935,3928,2410
376,5,8758,11426,3888,6170
376,6,6069,2934,4871,4920
377,1,7934,5987,4469,3994
377,2,13764,11441,3251,1575
377,3,7503,1259,1556,5660
377,4,9736,6243,829,5184
377,5,3169,9770,3506,6004
377,6,6840,7145,3023,2789
378,1,5222,2915,2272,2138
378,2,6674,1956,2572,5985
378,3,11588,11007,1372,7602
378,4,8497,6004,4841,7333
378,5,9448,4917,4532,6495
378,6,14077,3260,1193,7442
379,1,14026,4037,1055,3956
379,2,6609,6642,1777,5228
379,3,13401,9139,4873,5868
379,4,14340,397,721,2365
379,5,2777,4060,4454,3522
379,6,6728,774,839,6
380,1,2296,287,1392,6990
380,2,9908,4279,2353,569
380,3,5718,8834,4172,4080
380,4,7991,6773,3828,2551
380,5,1109,3650,3719,731
380,6,13501,11235,1067,3048
381,1,6556,7104,3371,1357
381,2,14740,7263,1571,7973
381,3,8445,5071,2746,2555
381,4,11568,1920,623,6343
381,5,1074,1988,656,5253
381,6,8287,3083,4318,7974
382,1,13230,3691,4479,5664
382,2,6239,8274,3565,7954
382,3,3233,9976,2590,5628
382,4,5168,4012,2377,7186
382,5,7308,2314,1963,5247
382,6,4992,2914,4024,3372
383,1,10533,3934,3201,4044
383,2,1033,2145,1779,5673
383,3,1404,4711,2424,1857
383,4,8621,881,3381,2902
383,5,10789,10131,1745,439
383,6,13819,11016,615,4500
384,1,10470,296,3448,2605
384,2,7477,7921,1594,5061
384,3,14003,5101,1574,15
384,4,2527,8242,3699,3241
384,5,10795,7800,3536,5299
384,6,11977,1992,3453,6471
385,1,6822,931,2515,6444
385,2,8418,6405,2638,4289
385,3,4400,9279,4536,225
385,4,9636,10573,4541,3134
385,5,2902,11846,4103,1482
385,6,6452,8436,2611,4048
386,1,1804,8043,1431,1760
386,2,14577,6305,3616,7998
386,3,9216,4395,573,5235
386,4,13439,7881,4570,7982
386,5,12354,7456,4687,2919
386,6,11986,1410,3986,6971
387,1,4612,7339,4967,5617
387,2,6355,9257,4495,6868
387,3,12950,8802,4715,1838
387,4,6648,6684,2595,5505
387,5,7944,7295,4073,7614
387,6,6699,8185,972,1156
388,1,12382,4419,551,7091
388,2,14220,10375,1927,5878
388,3,11408,10015,4955,5779
388,4,8404,67,4314,1173
388,5,5576,6056,4816,260
388,6,11505,11722,2149,676
389,1,8223,6551,4439,6905
389,2,5338,10127,2178,1192
389,3,11814,665,2101,1909
389,4,8452,6597,687,704
389,5,12559,7690,3953,1366
389,6,11841,7390,834,6600
390,1,8615,10576,855,1922
390,2,5327,3338,1295,189
390,3,13335,7451,1313,6079
390,4,11294,11602,2666,7169
390,5,11442,9871,2558,4354
390,6,7070,4393,1720,1627
391,1,14726,2380,1899,133
391,2,6051,10355,3209,1279
391,3,1552,6331,2586,3894
391,4,13767,11165,1653,6919
391,5,5158,954,3077,5565
391,6,12980,6868,3568,235
392,1,12943,11835,1608,1796
392,2,4473,5285,1890,7068
392,3,6529,11323,2711,5349
392,4,14169,2641,3728,7161
392,5,1926,5822,3421,2956
392,6,4827,11637,4538,7034
393,1,8335,8312,1465,2049
393,2,5213,3719,4413,4734
393,3,13016,3179,3870,3504
393,4,13233,6818,2423,5138
393,5,13008,3091,2276,771
393,6,5656,3577,2038,2867
394,1,4549,6527,1303,4776
394,2,12461,178,1114,1754
394,3,8695,8238,4183,6326
394,4,7497,2534,715,2939
394,5,14734,5765,3399,2876
394,6,14296,9428,1507,4829
395,1,7464,10330,4910,2159
395,2,4184,8565,1786,367
395,3,5473,4920,4425,4769
395,4,14907,3116,1794,6638
395,5,4976,6865,673,4131
395,6,13589,7325,2580,3834
396,1,3429,6567,3273,7462
396,2,9884,11221,1373,4414
396,3,4096,8949,4124,5553
396,4,11298,1565,3616,3523
396,5,9500,8345,1466,7719
396,6,2163,2816,884,3719
397,1,3795,1056,2231,3442
397,2,8345,9861,4576,4027
397,3,4774,1459,505,5924
397,4,5786,6938,2141,3829
397,5,8034,5350,1116,885
397,6,3070,6950,660,1217
398,1,5178,167,4412,2702
398,2,3602,4439,4607,3605
398,3,10745,449,4527,6734
398,4,3537,2709,3457,5854
398,5,3664,1789,4602,7150
398,6,4234,318,2677,2156
399,1,11745,428,4839,2485
399,2,13594,900,2120,7422
399,3,12590,748,4789,7106
399,4,8531,10603,1527,4244
399,5,12324,11033,1640,7851
399,6,9100,8429,3032,6138
400,1,2754,6992,2110,3118
400,2,5439,9679,3694,7115
400,3,1245,9469,2828,6210
400,4,2556,1557,2722,5310
400,5,3332,8496,3422,792
400,6,9598,10544,2537,2966
401,1,11908,11012,3542,4002
401,2,2360,9245,939,4353
401,3,1782,2610,2314,233
401,4,11265,6666,2931,7703
401,5,5488,8653,2251,838
401,6,4209,2784,4705,5594
402,1,2351,205,1594,4305
402,2,1184,6745,3292,4986
402,3,13686,6688,3229,5073
402,4,8893,313,727,6801
402,5,14457,3093,4457,4095
402,6,3739,926,3836,3121
403,1,7885,7542,2608,7186
403,2,3355,8728,4670,5772
403,3,10633,3399,3852,5722
403,4,12338,5695,1108,611
403,5,2020,240,2552,5334
403,6,2602,10596,4989,7322
404,1,10606,368,2576,5936
404,2,10638,7109,508,7367
404,3,4516,4429,2777,392
404,4,2851,5427,1278,3431
404,5,10890,11446,4982,6252
404,6,7482,3271,3752,3611
405,1,11804,10037,4008,6976
405,2,4892,3111,4817,6440
405,3,2866,9244,1426,3772
405,4,14513,11234,4725,2095
405,5,13032,9018,3987,4695
405,6,1769,6714,4470,456
406,1,10264,2775,2983,6971
406,2,6502,10490,3471,3929
406,3,5400,1642,1517,5086
406,4,14883,4042,1963,1511
406,5,6617,6275,3973,7836
406,6,5471,11830,2221,686
407,1,5466,11675,4750,6388
407,2,12824,3277,4439,2944
407,3,4499,11110,1944,6816
407,4,9279,1529,3739,7356
407,5,4185,12,3428,7137
407,6,14989,5276,819,4387
408,1,14927,4868,2183,5596
408,2,6770,10641,4753,383
408,3,13685,6199,1596,969
408,4,7903,2520,3751,3674
408,5,1193,11036,1752,794
408,6,11914,1626,3341,5190
409,1,9282,11869,4672,3519
409,2,2320,3459,2869,2468
409,3,11785,9849,3877,4037
409,4,1345,1664,4373,2772
409,5,1649,5380,3206,6292
409,6,2912,7196,4185,5582
410,1,7095,8050,2309,5680
410,2,4260,2112,1982,675
410,3,1475,325,3763,2135
410,4,5253,9488,781,656
410,5,3210,11437,1400,7468
410,6,13618,143,3869,3933
411,1,8355,10679,3035,1413
411,2,10235,10775,4174,7106
411,3,14875,649,3791,7121
411,4,12113,8364,3521,2048
411,5,13270,11288,3427,1894
411,6,6320,3976,3762,7016
412,1,1408,11741,3875,4022
412,2,7887,7899,1077,6104
412,3,9145,11799,4677,602
412,4,4755,6690,4569,7429
412,5,7320,5334,1487,4236
412,6,11507,4234,3618,1083
413,1,11800,9779,1584,1749
413,2,4166,9847,4046,6874
413,3,9231,1350,2494,6580
413,4,11645,743,3782,4133
413,5,7611,10556,1606,3427
413,6,9821,4910,2756,3985
414,1,6756,7443,991,6441
414,2,8976,4153,1982,5750
414,3,2949,10635,3633,3517
414,4,3134,10053,1110,7566
414,5,10339,6117,2830,2561
414,6,8045,828,2195,2204
415,1,11465,11072,3965,265
415,2,2289,11812,3891,472
415,3,7542,5192,3075,1896
415,4,4154,6317,1389,3499
415,5,2611,6434,4976,6706
415,6,9377,3333,2726,3213
416,1,5015,1291,3173,2517
416,2,14292,11955,3548,5187
416,3,3154,7604,3602,3618
416,4,4843,520,2144,654
416,5,1041,11103,4284,3951
416,6,11015,5420,2808,1513
417,1,5766,3736,1780,4924
417,2,12330,7892,719,3394
417,3,5009,4959,4307,2032
417,4,2629,7226,3749,460
417,5,1289,9327,3013,223
417,6,3445,7327,953,4458
418,1,3046,10914,4598,4688
418,2,13067,8882,1348,6072
418,3,4386,4701,2968,6090
418,4,14437,9620,2815,3925
418,5,11807,738,2718,2352
418,6,8915,6543,3739,7106
419,1,1874,8526,1678,6895
419,2,1629,6519,580,909
419,3,9641,3070,3470,5429
419,4,5078,1979,3895,729
419,5,12491,11203,3520,1013
419,6,5775,1320,3764,4608
420,1,14320,2908,3543,2190
420,2,6946,10433,3069,3504
420,3,8306,9494,1289,5161
420,4,12491,7964,2464,5599
420,5,9608,11464,1844,7889
420,6,3737,10607,3145,2607
421,1,1804,10957,2452,6021
421,2,12589,4918,2463,5937
421,3,5405,4798,3075,6783
421,4,12566,4792,4213,3748
421,5,9796,11542,4296,2700
421,6,10842,4416,4048,303
422,1,1518,4030,1440,7223
422,2,7335,6165,3378,79
422,3,14595,8294,1228,4237
422,4,3450,9147,4160,4865
422,5,5914,8931,4757,593
422,6,4549,562,2199,6394
423,1,9916,9625,1842,1895
423,2,13675,6228,4600,2282
423,3,1374,2322,1894,5008
423,4,13065,9747,1423,840
423,5,10922,4723,2551,6677
423,6,13102,1547,4478,2453
424,1,10628,11452,2864,6682
424,2,8598,6483,1423,1450
424,3,10737,4786,4313,2904
424,4,3258,4542,569,1324
424,5,12331,5913,2829,5273
424,6,9125,7391,867,1883
425,1,6308,6529,2588,684
425,2,6076,9965,4213,2564
425,3,13133,3201,2420,687
425,4,12285,10280,652,4653
425,5,8517,7176,4528,5732
425,6,10262,6473,4290,6896
426,1,5098,7576,1559,2858
426,2,13283,7601,1941,2266
426,3,3248,4489,1100,6412
426,4,8986,835,899,7051
426,5,11520,1007,1266,432
426,6,9591,5121,828,4730
427,1,10963,1612,4673,4427
427,2,5245,2004,3510,4245
427,3,10800,3118,861,1716
427,4,3421,4190,3961,3981
427,5,14906,10321,2960,2050
427,6,13300,4259,1868,4261
428,1,12338,6203,1160,5242
428,2,5562,7456,1015,6624
428,3,7380,8911,671,5504
428,4,2469,1173,1674,3744
428,5,5208,10133,4531,6631
428,6,8101,9589,4521,697
429,1,2774,5366,3711,6767
429,2,4473,4063,3254,6268
429,3,13643,11245,3180,6744
429,4,14311,3603,3844,5296
429,5,10621,10353,526,3771
429,6,10633,6742,2727,566
430,1,9438,1523,2864,7601
430,2,6352,5054,4465,3692
430,3,6081,1773,3437,3890
430,4,8536,7335,1591,6920
430,5,9119,6106,1246,1574
430,6,14966,4440,4101,2099
431,1,4516,11997,3352,591
431,2,1692,1163,4292,408
431,3,3382,5400,904,6265
431,4,6842,5975,1983,6832
431,5,6158,10314,1364,1584
431,6,9408,7413,1242,4513
432,1,13030,11466,1363,3982
432,2,3855,4046,4184,4391
432,3,9641,10342,1615,2837
432,4,4428,7044,2693,3338
432,5,3166,1526,763,1299
432,6,4418,11228,3212,6329
433,1,1786,4988,4469,2409
433,2,12238,235,3834,1074
433,3,13638,11082,1243,3943
433,4,2005,8204,2350,4901
433,5,4603,2260,4865,983
433,6,8814,10151,2728,1762
434,1,2288,9208,2653,6976
434,2,5582,4499,4985,607
434,3,5044,7143,4718,2836
434,4,13324,8901,1266,4598
434,5,4598,11156,591,99
434,6,12216,8877,2250,3948
435,1,4669,393,1093,2881
435,2,10077,8139,3552,504
435,3,6236,3750,2277,6933
435,4,13629,11689,633,2925
435,5,8347,6820,4807,7685
435,6,1584,9628,856,6596
436,1,8602,5196,3854,1750
436,2,2700,9901,4181,536
436,3,3468,8342,2255,2550
436,4,1887,11187,3062,1608
436,5,8790,6727,1741,207
436,6,4832,3361,3399,6720
437,1,9151,11779,3255,5750
437,2,11917,4034,2779,5761
437,3,10180,6747,3359,4302
437,4,2649,2408,2920,1124
437,5,14781,8720,1771,7542
437,6,2419,5695,4673,1735
438,1,13328,4385,1648,6767
438,2,6587,9715,3261,6695
438,3,9902,9152,4209,6217
438,4,8858,4,617,2791
438,5,13948,9758,3872,5539
438,6,12521,5181,3208,1185
439,1,8253,5132,3846,4512
439,2,2147,3066,1115,3120
439,3,2026,3070,1261,5884
439,4,6842,10822,4866,5669
439,5,8320,7484,2505,4822
439,6,9625,11108,4462,2537
440,1,14097,1222,2764,1533
440,2,7183,4793,1291,7748
440,3,14560,11348,1552,2084
440,4,3554,11795,2181,2307
440,5,4722,11518,2536,7103
440,6,4157,11917,3181,1964
441,1,11651,7555,921,958
441,2,6452,10238,1094,5268
441,3,3217,9540,3329,227
441,4,8493,4,651,2268
441,5,13444,11521,3577,6433
441,6,11517,3971,1504,4976
442,1,8301,8002,4160,3518
442,2,14270,9186,2236,1622
442,3,3627,10145,3992,1925
442,4,6702,8364,1692,1126
442,5,1227,7300,4143,1986
442,6,4728,9426,4266,4616
443,1,4715,4521,2621,7263
443,2,8296,342,4966,6544
443,3,12123,4317,1858,2421
443,4,14318,4832,3674,737
443,5,13852,8054,1526,5949
443,6,5639,1103,3183,4944
444,1,7964,8587,3439,4484
444,2,12523,7503,2034,6591
444,3,9236,1979,2364,1807
444,4,11466,4444,2660,3101
444,5,11515,3433,4007,803
444,6,3069,5140,990,5586
445,1,2479,11127,2203,4316
445,2,12857,10204,3730,142
445,3,2849,4020,544,450
445,4,2259,9195,3851,1996
445,5,12866,11680,4153,7136
445,6,12224,1494,1572,4112
446,1,13436,1578,1735,1739
446,2,10207,6993,3465,7230
446,3,2559,9760,2486,7888
446,4,10702,4575,4356,1711
446,5,5139,7832,4027,7678
446,6,14162,6498,4368,5131
447,1,5451,7304,4169,6196
447,2,12836,8094,2660,5935
447,3,6739,9693,1314,7584
447,4,14378,4065,3825,4496
447,5,2323,8196,4017,1258
447,6,3034,6590,699,1705
448,1,13133,3931,2568,3758
448,2,12337,2843,2696,624
448,3,3133,2578,1191,2597
448,4,1813,6551,2127,7340
448,5,5616,3592,3080,6167
448,6,7238,3932,795,7113
449,1,4251,1154,4480,532
449,2,6127,887,3772,2925
449,3,3432,3597,2920,3235
449,4,5618,9026,1877,3480
449,5,5606,8403,1426,2672
449,6,5032,8536,3582,4431
450,1,14651,5993,2201,7425
450,2,13892,3846,4516,295
450,3,8724,7384,3248,4483
450,4,2496,11271,2067,6033
450,5,6450,1975,4632,7398
450,6,5278,7925,4665,236
451,1,1463,5237,4786,929
451,2,2886,7673,4411,6544
451,3,5412,717,1157,1212
451,4,13013,6435,4552,7092
451,5,11462,757,3978,6079
451,6,6572,9422,3473,2447
452,1,7069,11450,2512,3675
452,2,6125,5093,582,7966
452,3,4762,1400,1158,6245
452,4,14599,11064,1837,7140
452,5,14864,11416,1193,4327
452,6,10336,3256,4027,1852
453,1,13675,10871,1363,1249
453,2,14935,9410,1549,6083
453,3,8361,2902,1994,6382
453,4,3336,367,911,3093
453,5,9034,353,2065,5678
453,6,2338,4877,828,1493
454,1,9155,7016,3329,1486
454,2,8607,3735,1237,5367
454,3,4888,6892,2294,1302
454,4,7291,2668,4738,3882
454,5,6071,4166,1137,4562
454,6,3641,8232,4485,2946
455,1,9962,5802,4874,7638
455,2,4016,3710,557,4263
455,3,10845,3237,581,5989
455,4,13421,6507,2008,5165
455,5,9453,3706,4614,2317
455,6,5672,11994,3411,668
456,1,14976,1270,2234,3814
456,2,14613,4019,4357,1899
456,3,7839,2231,940,580
456,4,4321,375,4301,7255
456,5,7489,9999,1228,5989
456,6,11629,4275,2923,6326
457,1,12083,2376,2468,6633
457,2,3247,10935,3356,1759
457,3,6574,7160,2412,3672
457,4,4808,10174,3177,5275
457,5,6578,9886,2237,5697
457,6,1045,7019,2441,6060
458,1,13531,8347,3965,961
458,2,1944,7774,1778,1385
458,3,13246,3919,2236,2866
458,4,7058,10616,4748,3838
458,5,12011,11415,3150,239
458,6,4254,6402,999,3869
459,1,7219,4392,2730,5178
459,2,8719,11820,1929,526
459,3,6851,1808,1710,3947
459,4,9175,9240,4894,7359
459,5,5668,9346,1175,3038
459,6,4278,10477,2739,1051
460,1,12370,11486,928,2131
460,2,9689,10476,4366,850
460,3,11851,2891,1558,5039
460,4,3144,8035,3804,6550
460,5,8103,10764,2281,5021
460,6,9680,8595,902,6594
461,1,4657,9993,683,6420
461,2,14182,11831,2016,7462
461,3,5156,9900,4193,1947
461,4,13433,9741,4778,4410
461,5,13140,2791,1495,2856
461,6,9843,7073,1392,6179
462,1,12028,2002,1564,2430
462,2,9360,170,4189,738
462,3,12719,3562,1817,7825
462,4,2287,10486,4743,4036
462,5,5536,10461,1157,4203
462,6,9123,5334,3701,575
463,1,9491,11698,2392,5481
463,2,1223,6720,4148,5493
463,3,3741,7152,2358,3694
463,4,7219,2297,4836,7393
463,5,12056,11736,2199,3334
463,6,3062,8856,995,1464
464,1,13837,10276,4205,5903
464,2,7912,435,2840,4396
464,3,8096,1697,4511,1046
464,4,11589,9281,1918,6576
464,5,12213,3048,1069,7160
464,6,9220,11346,4006,640
465,1,12396,7201,4676,1985
465,2,11846,4816,4531,4167
465,3,3029,7312,973,5116
465,4,1170,10279,3744,2471
465,5,8031,5975,1745,7769
465,6,9989,11938,2997,5547
466,1,7019,5567,821,3934
466,2,8319,3895,1568,7163
466,3,9515,6555,3832,5338
466,4,3667,10286,1144,3844
466,5,10903,10872,1340,302
466,6,4261,3760,3124,4959
467,1,1335,1878,3791,1852
467,2,5755,2000,2629,5132
467,3,1968,10148,3025,2346
467,4,1749,10935,1799,303
467,5,3915,5956,4565,3344
467,6,8579,8227,4049,5621
468,1,11577,6725,1933,4558
468,2,1080,9694,4011,6178
468,3,3942,8986,2230,183
468,4,5653,9363,2542,1287
468,5,12868,3560,2382,281
468,6,5710,10441,916,316
469,1,12491,2963,1591,5078
469,2,12036,3885,1176,1124
469,3,11482,1113,2472,2948
469,4,8767,4222,1922,3373
469,5,8661,7143,1255,3768
469,6,5871,3836,4472,6396
470,1,13360,7381,4974,6442
470,2,12184,8683,1183,1975
470,3,1303,1952,4069,7909
470,4,5004,6065,1760,7397
470,5,2030,5826,4851,1194
470,6,8719,11551,733,2920
471,1,2718,492,3782,2014
471,2,9029,7534,4824,344
471,3,6886,7627,764,3575
471,4,14031,1672,4147,6388
471,5,9620,3162,3410,453
471,6,9540,8613,3262,6633
472,1,13973,581,3162,5352
472,2,5258,6923,2851,2366
472,3,7828,9221,1824,5977
472,4,1100,415,1883,5250
472,5,11625,1043,2246,6438
472,6,5491,7657,4943,1288
473,1,5860,4170,4648,7453
473,2,13146,6209,537,765
473,3,13069,10656,3391,115
473,4,8764,278,953,3213
473,5,5703,4464,4965,300
473,6,9908,6042,1875,194
474,1,2328,6393,4853,7133
474,2,11171,7388,2057,5976
474,3,8529,3124,1028,497
474,4,7782,6298,2310,7914
474,5,14801,2845,2625,7341
474,6,1319,8086,3863,2569
475,1,4386,10908,3838,5541
475,2,9436,6734,3219,7258
475,3,1869,1459,4609,7042
475,4,7429,8862,1185,7565
475,5,6027,1974,1511,1384
475,6,5138,9102,1817,5464
476,1,6115,7409,3626,566
476,2,13109,7895,1965,4202
476,3,14624,9399,4070,6779
476,4,3465,4144,4848,3926
476,5,8559,11332,4013,6620
476,6,5010,2877,1900,6707
477,1,10760,740,1199,702
477,2,7255,4388,1455,873
477,3,11600,7127,3878,1820
477,4,8906,4744,4681,7123
477,5,5391,11434,1879,5579
477,6,9470,8038,4847,1031
478,1,13873,1343,1104,6519
478,2,8532,10847,1091,5871
478,3,7163,3954,511,6088
478,4,7779,121,2776,2644
478,5,13265,8095,1377,785
478,6,3076,5671,600,375
479,1,9837,3382,4011,5960
479,2,11932,11720,2523,7292
479,3,13758,10144,1545,2097
479,4,4822,4821,4366,3631
479,5,7209,10206,2849,3398
479,6,1383,2585,1202,2096
480,1,1318,8212,4004,6734
480,2,1591,4104,2696,1460
480,3,11738,1911,3626,4392
480,4,11757,6912,1770,7166
480,5,1281,11008,4852,5212
480,6,2829,8744,4239,6276
481,1,3964,5616,3967,7045
481,2,12116,2807,3419,3004
481,3,2570,10488,2836,2456
481,4,8949,6876,4904,60
481,5,4575,2828,3074,3382
481,6,4764,10439,3924,1098
482,1,11995,11299,697,5272
482,2,11283,2688,2068,870
482,3,1509,2463,4533,2456
482,4,13583,7097,2388,6770
482,5,3250,4671,1484,795
482,6,7089,847,1891,7593
483,1,6717,2993,4957,4571
483,2,13591,10424,2812,1437
483,3,9593,10412,1377,3154
483,4,6709,9098,4941,1095
483,5,12714,1806,2176,207
483,6,10557,5501,1909,7276
484,1,14276,11117,4757,2063
484,2,8181,10982,745,5165
484,3,9068,2602,3981,6857
484,4,2477,6285,2997,5308
484,5,6850,1480,2287,5068
484,6,2812,2923,3061,2946
485,1,13300,10516,1415,892
485,2,7371,7313,4812,2796
485,3,13581,2815,1476,749
485,4,4555,7580,3668,4799
485,5,8455,3015,4126,268
485,6,4028,6448,1511,2135
486,1,6239,1248,3707,762
486,2,12163,8914,1905,6154
486,3,1438,314,2612,4996
486,4,1591,5533,4170,7841
486,5,9048,1909,4596,4463
486,6,7774,2423,3762,4385
487,1,14087,3270,4830,1253
487,2,12489,1453,695,5586
487,3,9981,10396,3567,3553
487,4,13641,9004,3080,1531
487,5,9165,404,3247,2844
487,6,3336,7846,589,1405
488,1,6062,11765,2117,5504
488,2,4594,9717,2195,3690
488,3,5041,11354,1252,715
488,4,3441,8139,3929,5268
488,5,9666,2821,2151,6585
488,6,7151,7396,2617,4798
489,1,12952,10279,3401,3100
489,2,4592,11847,682,5034
489,3,7665,6832,2122,83
489,4,1085,7464,2242,1310
489,5,10132,1036,1900,3480
489,6,5820,11203,4403,724
490,1,1187,6377,3272,6288
490,2,5612,2580,4200,2939
490,3,2138,7211,703,7640
490,4,4380,1345,860,5245
490,5,2143,213,2348,3382
490,6,1641,605,865,1228
491,1,1898,10963,3564,2750
491,2,6380,89,1488,7057
491,3,3440,5563,3711,292
491,4,10681,4726,3669,4265
491,5,6429,9641,1590,6199
491,6,12821,2615,650,6461
492,1,6434,983,2319,976
492,2,7149,8380,3278,3756
492,3,14916,2571,1686,3901
492,4,4439,10756,1847,5312
492,5,6484,7537,3907,2625
492,6,12944,8858,1272,3204
493,1,14141,9356,1148,2223
493,2,14087,4946,1559,987
493,3,3190,4623,2285,1527
493,4,7149,6816,4819,1901
493,5,3403,2985,2350,1007
493,6,6155,8737,1024,4010
494,1,10929,1080,2521,7174
494,2,6562,9530,2658,3187
494,3,10522,770,2241,4405
494,4,13381,7359,4612,1358
494,5,12325,6780,3296,1596
494,6,11172,8747,4464,5247
495,1,12763,11251,4854,2760
495,2,1834,9839,3559,866
495,3,1903,10649,642,6020
495,4,8886,3723,3286,3390
495,5,11887,6945,3259,3349
495,6,13081,7819,4233,5210
496,1,10913,3153,4614,5498
496,2,13932,2831,2204,457
496,3,10468,7531,3815,1608
496,4,4894,6788,1596,626
496,5,2290,4717,3911,2144
496,6,1899,697,3430,4055
497,1,8231,11809,3940,3416
497,2,12242,2489,1292,2075
497,3,12735,7748,1422,1481
497,4,7987,7505,1241,4999
497,5,3033,1445,874,2909
497,6,6768,8815,1548,605
498,1,3113,2576,777,2057
498,2,2164,3171,3267,4944
498,3,1260,5185,4065,3818
498,4,5562,6207,3294,7832
498,5,10395,6988,2512,1810
498,6,7242,11800,803,1096
499,1,13220,11810,1666,4309
499,2,8884,2352,844,743
499,3,10813,2541,2422,1148
499,4,12080,8848,1275,1669
499,5,7207,10199,2159,7178
499,6,9798,11895,929,3372
500,1,10196,1612,4689,2362
500,2,11392,10379,2120,4311
500,3,12033,4465,1471,7460
500,4,3288,9750,2868,2092
500,5,8753,8111,783,6016
500,6,11226,11847,4124,1814
501,1,14523,8863,2634,7174
501,2,2482,6326,2846,6541
501,3,1013,6243,1255,168
501,4,3279,1134,3161,4824
501,5,1239,2287,4865,2587
501,6,2309,6478,942,724
502,1,1907,1526,2917,1143
502,2,9266,2470,569,6978
502,3,5840,6414,4565,131
502,4,10313,7595,1690,1128
502,5,1597,9764,1171,4730
502,6,6019,6105,4215,3337
503,1,13058,2899,2808,7120
503,2,14745,2463,4490,3532
503,3,3748,5504,3090,5394
503,4,12222,11573,2211,6959
503,5,13336,8363,3537,5943
503,6,4401,4101,1727,2416
504,1,1721,11811,1430,2328
504,2,10270,5288,3884,2965
504,3,12741,2475,2035,412
504,4,1838,3687,1526,3668
504,5,13972,2835,559,589
504,6,11769,3168,2534,5185
505,1,13260,5150,1276,147
505,2,9238,9459,2001,1618
505,3,7499,1664,4540,6320
505,4,12195,2022,709,7209
505,5,8291,9379,3553,34
505,6,3043,9468,3454,6665
506,1,9455,9320,3791,4862
506,2,9598,10885,1729,6779
506,3,14527,2111,3516,6957
506,4,10063,4133,4817,5461
506,5,5865,472,4077,4674
506,6,4832,4330,2641,2908
507,1,12078,6332,4611,1398
507,2,9555,8935,3969,2457
507,3,7317,3684,2733,4041
507,4,1469,5499,811,2847
507,5,12341,6672,2669,4323
507,6,1988,1431,4610,213
508,1,13890,5025,4652,1312
508,2,4220,10647,3940,7491
508,3,6732,2404,1199,7597
508,4,6152,9758,1809,4612
508,5,1680,9900,4400,2164
508,6,5364,1787,1217,720
509,1,12426,3857,2687,3958
509,2,4752,10461,1280,4987
509,3,1629,5729,4421,7234
509,4,12269,3312,3626,2430
509,5,7577,11733,3642,1629
509,6,2473,8671,2569,560
510,1,3695,7910,3159,6611
510,2,8460,10951,2503,4216
510,3,11978,3992,1961,4846
510,4,14076,894,1506,4282
510,5,6278,517,1500,3747
510,6,9831,729,932,6787
511,1,4937,2810,3437,4196
511,2,7463,1121,2826,6841
511,3,11070,3416,3442,1614
511,4,8522,1062,2972,5467
511,5,13716,4550,1018,3424
511,6,6934,5422,709,4686
512,1,14181,9058,4440,6587
512,2,8300,175,4029,216
512,3,6525,2910,1103,5548
512,4,10934,11495,1319,5830
512,5,8597,1061,2971,3470
512,6,4012,2955,3126,184
513,1,4448,6418,1101,1309
513,2,2371,10958,1512,6899
513,3,11046,6,687,4045
513,4,2623,9331,562,440
513,5,2367,586,878,6438
513,6,14994,9447,2987,2441
514,1,4946,736,3847,873
514,2,13991,3238,598,7026
514,3,11651,11491,913,313
514,4,11565,6272,2285,7619
514,5,2432,9786,4083,4811
514,6,1337,4341,1057,4299
515,1,8048,1216,4410,3430
515,2,6673,8927,3825,2331
515,3,3265,4668,4123,181
515,4,6690,5069,707,2470
515,5,2193,4234,4849,1189
515,6,5664,1658,925,7614
516,1,12769,9621,1068,2626
516,2,1230,994,2156,7065
516,3,5039,5919,1289,5511
516,4,3625,9228,4938,7803
516,5,2612,8530,1085,5605
516,6,1421,9505,1813,5138
517,1,4842,7459,1677,1738
517,2,2666,4528,1014,3329
517,3,6461,4597,1488,4512
517,4,13387,9609,3225,2196
517,5,3014,6818,950,5714
517,6,9725,6675,3415,4818
518,1,14677,1543,1318,1689
518,2,6682,2293,1972,2201
518,3,9437,9006,3614,392
518,4,5258,4607,1670,6063
518,5,14135,11419,3062,2193
518,6,12775,11532,2843,6950
519,1,11553,2616,3024,1142
519,2,11773,11826,1087,5585
519,3,2189,8252,2340,1302
519,4,7915,36,1657,7918
519,5,5830,7315,3459,1420
519,6,12515,8698,2114,1267
520,1,14117,972,949,4215
520,2,12572,211,2831,7421
520,3,4601,6420,1564,1446
520,4,4016,1532,3453,6686
520,5,2833,6596,2907,3305
520,6,6162,8065,1856,6812
521,1,8659,2253,4497,2136
521,2,10127,1122,2009,6033
521,3,9902,993,554,1640
521,4,7729,10553,3675,1756
521,5,7159,5528,1275,6099
521,6,9547,11642,3242,563
522,1,3394,2892,2026,4120
522,2,5187,10568,2061,3019
522,3,5697,5806,4937,2944
522,4,14759,6539,4491,541
522,5,11765,7669,1653,7298
522,6,12781,9938,1672,6124
523,1,10491,3732,3767,4504
523,2,14170,5755,570,1222
523,3,5640,4914,1101,1488
523,4,12353,4980,3394,1811
523,5,6830,5687,2272,0
523,6,14478,4644,2681,3323
