customer_id,age,gender,income,occupation,city,tenure_years
587,41,Male,350000,Retired,New Marvinland,16
588,35,Female,350000,Self-Employed,Santiagochester,11
589,35,Male,350000,Retired,North Meganville,13
590,42,Male,350000,Student,Melodyhaven,14
591,24,Male,350000,Retired,Hannahton,14
592,47,Male,1200000,Retired,Brownland,3
593,28,Male,350000,Retired,North Kimberly,4
594,50,Male,800000,Student,Brennanberg,17
595,33,Female,500000,Retired,Moniqueport,11
596,27,Female,800000,Student,Olsonshire,10
597,59,Male,500000,Retired,East Tonyborough,7
598,62,Male,350000,Student,Rachelville,4
599,40,Male,500000,Retired,Port Susanton,7
600,21,Female,350000,Salaried,Larryshire,13
601,62,Female,200000,Salaried,Harrisberg,13
602,42,Male,800000,Retired,Port Jill,9
603,46,Female,350000,Salaried,North Davidtown,10
604,44,Female,500000,Student,Port Josephchester,10
605,28,Female,800000,Self-Employed,Lake Heatherberg,17
606,46,Female,350000,Self-Employed,Port Elizabeth,4
607,44,Male,800000,Salaried,West Jeffburgh,7
608,30,Male,800000,Student,East Mark,19
609,56,Female,200000,Self-Employed,South Victoria,18
610,25,Male,350000,Salaried,Samanthaberg,3
611,64,Male,1200000,Student,Jonathanbury,17
612,42,Male,200000,Self-Employed,North James,15
613,55,Male,500000,Salaried,Justintown,11
614,30,Male,350000,Retired,New Justinland,13
615,45,Female,1800000,Retired,Taylormouth,3
616,27,Female,800000,Student,Nathanielmouth,3
617,62,Male,500000,Retired,East Lisa,7
618,61,Male,800000,Retired,East Michael,7
619,44,Female,200000,Student,Lake Michelle,19
620,24,Female,800000,Salaried,South Ericborough,10
621,52,Female,350000,Salaried,Port April,14
622,56,Female,200000,Retired,New Jessica,1
623,56,Female,350000,Salaried,Hicksbury,8
624,53,Male,350000,Student,West Lauren,9
625,59,Female,200000,Salaried,Kennethhaven,17
626,22,Male,800000,Retired,North Amyland,12
627,47,Female,500000,Salaried,Tamaraland,8
628,58,Female,500000,Self-Employed,Breannaside,3
629,64,Female,350000,Retired,West Austin,3
630,42,Male,800000,Salaried,New Harry,12
631,22,Female,350000,Salaried,West Ericton,3
632,54,Female,500000,Salaried,East Danchester,8
633,42,Male,500000,Salaried,Markhaven,4
634,25,Male,350000,Retired,Herrerastad,15
635,36,Female,500000,Self-Employed,Thomasmouth,16
636,32,Female,350000,Student,Port Nicholas,12
637,28,Female,800000,Retired,Smithton,16
638,50,Female,350000,Student,New Victorhaven,19
639,60,Male,200000,Student,Lambertfort,8
640,64,Male,350000,Student,East Kevin,6
641,42,Male,200000,Retired,East Shelly,7
642,52,Female,200000,Student,Kristinafurt,16
643,32,Male,800000,Student,Robertaside,2
644,34,Male,200000,Self-Employed,Doughertychester,18
645,22,Female,350000,Student,Johnside,2
646,47,Female,350000,Self-Employed,Port Alicia,1
647,31,Male,800000,Student,North Gavin,4
648,38,Female,500000,Student,North Markmouth,3
649,42,Male,500000,Salaried,Port Kevinfort,5
650,62,Female,500000,Student,Lindafurt,17
651,62,Male,500000,Student,East Jeremiahland,13
652,55,Female,800000,Self-Employed,Port Lisa,10
653,50,Male,800000,Student,New Rachelhaven,3
654,36,Female,350000,Self-Employed,Ginaton,14
655,29,Male,350000,Self-Employed,Edwardstown,3
656,22,Male,350000,Salaried,Mooreside,3
657,38,Female,1800000,Salaried,Danielstad,18
658,30,Male,800000,Student,New Margaret,1
659,56,Male,500000,Retired,Brittanyburgh,1
660,36,Male,800000,Self-Employed,New Catherineberg,3
661,55,Male,350000,Self-Employed,North Taylorport,13
662,54,Female,200000,Salaried,Port Brookehaven,2
663,24,Female,200000,Student,South Danamouth,4
664,32,Male,1800000,Retired,New Kelsey,13
665,51,Female,500000,Retired,South Johnny,18
666,49,Male,200000,Self-Employed,East Adam,6
667,52,Female,350000,Retired,Lukefort,2
668,43,Male,350000,Student,East Nathanielview,19
669,25,Female,800000,Retired,Port Shelby,10
670,45,Female,200000,Retired,New Timothychester,11
671,51,Female,800000,Self-Employed,Moorehaven,9
672,43,Male,350000,Self-Employed,Joseton,3
673,41,Female,200000,Salaried,North Vanessa,14
674,27,Female,800000,Student,East Benjamintown,1
675,24,Male,500000,Salaried,Thomasside,8
676,37,Female,350000,Salaried,Ballland,4
677,58,Male,500000,Student,Taylorport,5
678,55,Female,350000,Self-Employed,Emilymouth,14
679,27,Female,800000,Salaried,Turnerfurt,5
680,22,Male,200000,Retired,Meredithburgh,6
681,35,Female,500000,Salaried,Lake Kennethton,7
682,25,Female,350000,Salaried,Lake Michaelmouth,18
683,41,Female,350000,Student,Port Jessica,5
684,52,Male,500000,Retired,Davisbury,3
685,31,Male,500000,Student,Jenniferstad,4
686,54,Male,350000,Salaried,Lake Nancyberg,18
687,60,Female,800000,Salaried,South Joshua,6
688,62,Female,800000,Self-Employed,Singletonville,13
689,61,Male,200000,Salaried,New Madeline,9
690,61,Female,800000,Retired,Alyssaborough,16
691,49,Male,350000,Retired,Lake Emilyfurt,18
692,60,Female,500000,Salaried,West Bethanybury,11
693,54,Male,350000,Salaried,Davidland,8
694,35,Female,1200000,Self-Employed,Allenville,13
695,39,Male,200000,Retired,New Kevin,12
696,21,Male,500000,Student,Lake Lucasburgh,8
697,33,Male,200000,Student,Andrewbury,11
698,21,Male,200000,Salaried,Lake Michellefurt,3
699,44,Male,200000,Retired,Harrismouth,8
700,51,Female,350000,Salaried,West Carolyn,11
701,35,Male,1200000,Retired,North Wendyville,19
702,48,Male,350000,Self-Employed,Stevenbury,5
703,25,Male,800000,Student,Port Mallory,8
704,30,Female,200000,Salaried,South Richardfort,16
705,48,Female,1200000,Self-Employed,South Julianchester,8
706,60,Female,500000,Self-Employed,West Michael,2
707,35,Male,350000,Student,Marshbury,17
708,56,Male,500000,Salaried,West Susan,14
709,61,Female,500000,Retired,New Gary,18
710,30,Male,800000,Retired,Shawton,12
711,47,Female,1800000,Student,Robertport,13
712,52,Male,800000,Student,Dustinmouth,2
713,31,Male,200000,Student,Gordonmouth,17
714,60,Male,500000,Salaried,Lake Benjaminhaven,9
715,45,Female,350000,Self-Employed,New Stephanieburgh,14
716,45,Male,350000,Student,North Kimberly,12
717,52,Female,500000,Self-Employed,New Davidhaven,17
718,41,Female,350000,Retired,East Robert,7
719,32,Male,1200000,Self-Employed,East Brett,18
720,41,Male,800000,Retired,Lake Patrick,8
721,60,Male,500000,Student,Lake Johnville,12
722,52,Male,350000,Salaried,East Veronicaland,11
723,45,Male,1200000,Salaried,Port Jamesburgh,13
724,38,Female,200000,Student,Tylerland,15
725,47,Female,1800000,Retired,Jamesfurt,15
726,43,Female,800000,Salaried,Littleview,13
727,42,Male,500000,Student,Huntbury,1
728,23,Female,350000,Salaried,Dunlapshire,19
729,43,Female,800000,Student,Lake Brittanyborough,7
730,64,Male,500000,Student,West Christopher,5
731,28,Female,500000,Retired,West Hannahton,16
732,28,Female,350000,Retired,Debraport,5
733,23,Female,1800000,Self-Employed,Bradfordchester,8
734,55,Female,500000,Retired,East Andrea,10
735,54,Female,350000,Student,Lawsonfurt,10
736,41,Male,800000,Retired,East Daniel,7
737,47,Male,350000,Retired,Welchhaven,9
738,33,Male,500000,Student,Ericstad,4
739,42,Female,800000,Salaried,Lake Amanda,12
740,37,Male,200000,Student,Markfurt,2
741,40,Female,350000,Student,Mariastad,19
742,51,Female,350000,Retired,Lake Melissa,19
743,57,Male,200000,Retired,Lake Mariaburgh,15
744,24,Female,800000,Retired,North Feliciafort,3
745,46,Male,350000,Student,Valerieburgh,8
746,59,Female,200000,Student,Staceyton,6
747,24,Male,350000,Salaried,Cooperview,13
748,40,Female,500000,Student,New Mike,7
749,24,Male,500000,Salaried,North Donald,3
750,44,Male,200000,Retired,Lake Connie,4
751,44,Male,800000,Self-Employed,South Sarahside,18
752,39,Male,350000,Self-Employed,North Tracytown,19
753,39,Female,200000,Student,North David,13
754,32,Female,800000,Salaried,Jennifermouth,6
755,51,Male,800000,Retired,East Erika,19
756,56,Female,200000,Student,New Brianmouth,17
757,53,Female,200000,Salaried,East Meagan,17
758,48,Male,800000,Student,Port David,11
759,53,Female,500000,Student,Greerport,4
760,40,Female,800000,Self-Employed,Port Melissa,15
761,26,Male,1800000,Salaried,Dianaton,11
762,59,Male,500000,Retired,New Richard,16
763,25,Female,350000,Salaried,West Derricktown,10
764,23,Female,200000,Student,South Huntermouth,17
765,50,Female,800000,Self-Employed,Garrisonbury,13
766,26,Female,500000,Retired,Alyssaland,13
767,39,Male,350000,Salaried,West Corey,14
768,46,Male,1200000,Salaried,Port Raymond,5
769,40,Female,800000,Self-Employed,Lake Sara,10
770,25,Female,800000,Salaried,Samanthatown,4
771,59,Female,1200000,Student,New Alison,3
772,21,Male,800000,Student,Beckyberg,4
773,26,Female,200000,Self-Employed,Lake Tonya,14
774,64,Male,200000,Student,Jessicaland,4
775,41,Male,200000,Salaried,Sandraberg,12
776,62,Male,350000,Self-Employed,Michaelstad,7
777,55,Male,350000,Retired,New Jasminebury,14
778,30,Male,350000,Student,Ochoaland,10
779,45,Female,800000,Retired,Fergusonton,12
780,29,Male,500000,Salaried,Mayerfort,11
781,40,Male,500000,Student,North Kristina,11
782,41,Female,500000,Retired,Stephenton,1
783,47,Female,350000,Retired,Mariamouth,15
784,38,Male,800000,Self-Employed,New Joseborough,11
785,40,Female,200000,Salaried,Loristad,16
786,27,Female,350000,Retired,East Joshua,12
787,34,Female,800000,Self-Employed,Brianbury,18
788,25,Male,800000,Self-Employed,East Jasonborough,5
789,44,Female,350000,Salaried,Ryanview,19
790,45,Male,1200000,Self-Employed,South Amandafort,12
791,61,Female,200000,Self-Employed,Millerchester,4
792,62,Male,200000,Student,Terryside,1
793,37,Male,1800000,Student,West Nicoleport,2
794,48,Female,800000,Salaried,Sullivanmouth,9
795,59,Female,800000,Self-Employed,Port Chloemouth,17
796,54,Female,200000,Self-Employed,Justinside,6
797,54,Female,500000,Salaried,Davisstad,5
798,22,Male,800000,Self-Employed,Bonnieberg,2
799,30,Male,500000,Student,Summersside,16
800,59,Male,500000,Salaried,Marissachester,15
801,60,Male,200000,Salaried,North James,10
802,55,Female,200000,Self-Employed,Richardchester,17
803,52,Female,350000,Salaried,Brownhaven,4
804,42,Female,200000,Student,Earlburgh,8
805,41,Female,800000,Retired,West Carlos,14
806,47,Male,1200000,Retired,North Frankshire,8
807,48,Female,800000,Retired,Jensenstad,2
808,45,Male,200000,Salaried,North Stephenshire,3
809,28,Male,350000,Retired,East Michael,10
810,55,Female,200000,Retired,East Thomastown,18
811,63,Female,800000,Self-Employed,Lake Kristinton,19
812,31,Female,350000,Self-Employed,Meyerhaven,10
813,28,Female,350000,Student,Brianburgh,9
814,56,Female,350000,Retired,Davidfort,8
815,29,Male,350000,Student,Veronicaport,16
816,60,Male,500000,Student,South Ashleystad,6
817,32,Male,350000,Retired,West Debra,16
818,23,Male,350000,Student,Port Devin,18
819,63,Female,1800000,Self-Employed,New Kathleenhaven,1
820,48,Male,350000,Salaried,East Abigailborough,8
821,57,Male,800000,Student,Port Michaelfurt,16
822,63,Female,350000,Retired,Port Todd,6
823,39,Male,1200000,Self-Employed,North Saraview,12
824,31,Female,500000,Student,Waltonburgh,16
825,21,Male,500000,Self-Employed,Rogerville,13
826,54,Female,350000,Retired,West Calvinview,6
827,51,Female,800000,Student,South Wandaberg,5
828,45,Female,200000,Salaried,Gonzalezfort,4
829,45,Male,800000,Retired,Sarahside,5
830,55,Female,350000,Self-Employed,Juliebury,9
831,58,Male,500000,Student,East Ashleyhaven,19
832,64,Male,1800000,Salaried,South Gailtown,2
833,64,Female,500000,Retired,New Danieltown,2
834,42,Female,800000,Student,Lake Shawn,16
835,41,Male,200000,Salaried,Lake Henrystad,1
836,41,Female,500000,Self-Employed,Nixonmouth,2
837,61,Female,800000,Student,West Jennifer,18
838,31,Female,800000,Student,West David,16
839,42,Male,800000,Retired,Santiagoton,12
840,31,Male,800000,Self-Employed,New Katrinafort,3
841,53,Female,200000,Student,Davisberg,16
842,54,Male,350000,Retired,Cynthiamouth,8
843,48,Female,800000,Student,East Annamouth,6
844,29,Male,800000,Self-Employed,North Kennethport,1
845,28,Male,200000,Retired,Fitzpatrickmouth,3
846,24,Female,1200000,Student,South Elizabeth,15
847,58,Female,350000,Self-Employed,East Jermainetown,3
848,34,Male,1200000,Retired,Lake Michael,17
849,59,Male,800000,Salaried,Lake Peggy,13
850,35,Male,350000,Self-Employed,Javierfurt,1
851,26,Female,800000,Retired,East Kayla,2
852,58,Female,350000,Self-Employed,East Michaelburgh,8
853,55,Male,500000,Student,East Sherri,14
854,40,Female,200000,Self-Employed,Cesarport,8
855,44,Female,200000,Student,Macdonaldside,6
856,43,Female,200000,Retired,Port Gordonton,19
857,23,Female,800000,Retired,North Davidburgh,9
858,48,Male,200000,Student,Port Elizabeth,7
859,34,Female,800000,Salaried,Woodsbury,19
860,34,Female,350000,Student,New Debratown,4
861,60,Male,350000,Retired,New Nathanshire,9
862,53,Female,500000,Self-Employed,Lewischester,14
863,31,Male,200000,Retired,East Davidfurt,9
864,34,Male,800000,Retired,West Samanthachester,4
865,24,Male,1200000,Self-Employed,Lake Alexis,2
866,61,Male,350000,Salaried,Davidshire,9
867,36,Male,350000,Salaried,North Douglasview,17
868,50,Female,500000,Student,New Brittany,11
869,41,Female,500000,Self-Employed,Vanessamouth,5
870,40,Female,350000,Self-Employed,Parkerside,12
871,53,Female,800000,Retired,Johnstonmouth,9
872,29,Male,800000,Self-Employed,West Cheryl,17
873,54,Male,1200000,Student,South Amy,1
874,28,Female,500000,Retired,Grahamfurt,15
875,60,Female,350000,Self-Employed,North Christopher,12
876,35,Female,500000,Student,South Charlotteville,8
877,41,Female,500000,Student,Jonathanshire,19
878,24,Female,800000,Self-Employed,Adamsbury,4
879,42,Male,800000,Student,Lake Brenda,3
880,42,Female,350000,Self-Employed,Codyside,2
881,47,Female,800000,Student,Lake Scott,1
882,28,Male,500000,Retired,North Annettefurt,6
883,42,Female,350000,Retired,South Alicia,17
884,32,Female,500000,Student,West Jonathan,8
885,39,Female,350000,Salaried,Justinchester,1
886,49,Female,500000,Retired,Lake Sharonbury,3
887,60,Female,500000,Self-Employed,Leroyfurt,16
888,40,Female,350000,Salaried,New Scott,13
889,58,Female,1200000,Salaried,West Jenniferland,17
890,28,Female,200000,Retired,Katelynport,1
891,46,Female,500000,Retired,Rhondafurt,17
892,62,Male,350000,Self-Employed,South Anna,9
893,29,Female,800000,Student,Duncanton,17
894,61,Male,800000,Salaried,Brooksmouth,19
895,59,Male,500000,Self-Employed,Jillmouth,7
896,33,Male,800000,Self-Employed,Nicholasview,14
897,39,Male,500000,Salaried,North Johnport,14
898,21,Male,350000,Retired,East Clintonfort,19
899,32,Female,1200000,Retired,North Anthony,13
900,32,Male,800000,Self-Employed,Lake Katie,1
901,46,Male,1800000,Self-Employed,Lake Brian,5
902,28,Female,1200000,Retired,Lake Carrie,14
903,43,Female,800000,Self-Employed,West Shellyhaven,15
904,43,Female,200000,Student,Bakerborough,18
905,38,Female,200000,Salaried,Benjaminport,1
906,56,Male,350000,Self-Employed,Lake Jessicaport,19
907,48,Male,500000,Self-Employed,New Robert,17
908,53,Female,500000,Self-Employed,New Ashleyland,19
909,35,Male,800000,Retired,Burtonburgh,2
910,49,Female,800000,Self-Employed,Stephenmouth,2
911,31,Female,500000,Salaried,Greenhaven,14
912,38,Male,200000,Student,South Nicole,9
913,59,Male,1200000,Student,Colefurt,6
914,47,Female,800000,Retired,New Davidmouth,6
915,23,Female,500000,Self-Employed,Caitlinside,8
916,22,Female,200000,Student,Mcclurechester,12
917,55,Male,500000,Salaried,North Justinshire,13
918,35,Female,200000,Self-Employed,South Theresa,17
919,51,Female,500000,Student,Rossside,6
920,48,Male,350000,Salaried,Robertburgh,11
921,38,Female,500000,Student,Port Rachel,13
922,29,Male,350000,Self-Employed,North Shelby,12
923,54,Female,350000,Retired,New Katherineberg,3
924,48,Female,500000,Salaried,East Nicole,9
925,43,Female,350000,Salaried,Serranochester,16
926,52,Male,350000,Self-Employed,West Samantha,4
927,53,Female,500000,Student,New Tiffanyton,2
928,48,Male,500000,Salaried,Rachelstad,4
929,57,Female,1200000,Retired,Port Christophermouth,1
930,40,Male,350000,Retired,Hansenhaven,10
931,38,Female,500000,Student,Port Michaelchester,11
932,51,Female,800000,Salaried,Lake Justin,11
933,58,Female,800000,Student,Langview,8
934,54,Male,800000,Salaried,Robertborough,12
935,58,Male,500000,Retired,Jamesland,4
936,25,Female,350000,Self-Employed,Hendersonbury,3
937,31,Female,200000,Student,Joannaborough,14
938,63,Male,350000,Student,North Krystal,10
939,26,Female,800000,Self-Employed,North Emily,15
940,50,Male,200000,Self-Employed,Bradleyberg,5
941,62,Female,350000,Self-Employed,Schmidtbury,3
942,43,Female,500000,Student,Pearsonborough,18
943,29,Female,1800000,Retired,Greenville,13
944,37,Male,350000,Self-Employed,Tylerhaven,16
945,42,Male,500000,Retired,North Patrick,5
946,61,Female,500000,Salaried,South Ruben,2
947,42,Male,350000,Salaried,Kennethfort,19
948,23,Male,350000,Self-Employed,North Randyhaven,13
949,41,Male,350000,Student,South Frank,12
950,41,Female,1800000,Salaried,North Savannah,7
951,24,Male,350000,Retired,Boydshire,3
952,33,Male,500000,Retired,Powellside,11
953,56,Male,500000,Retired,Lake Susan,17
954,55,Male,1200000,Retired,New Danielbury,8
955,42,Female,500000,Salaried,Rodriguezport,19
956,57,Female,800000,Student,West Thomasshire,8
957,48,Male,1200000,Retired,Samuelburgh,5
958,56,Female,1200000,Salaried,Marymouth,2
959,31,Male,350000,Salaried,West Jessica,15
960,32,Male,200000,Retired,Jacobfurt,11
961,59,Female,200000,Salaried,Dylanstad,17
962,40,Male,500000,Salaried,Wilsonview,12
963,26,Female,200000,Salaried,East Jamieton,19
964,46,Female,1800000,Retired,Bruceville,12
965,52,Male,500000,Self-Employed,South Joshua,4
966,58,Female,500000,Student,Perezburgh,15
967,47,Female,500000,Retired,Burnsshire,19
968,37,Female,1200000,Retired,Lake Dawn,14
969,47,Male,500000,Self-Employed,Port Lisa,19
970,24,Female,800000,Salaried,Lynchshire,3
971,29,Male,200000,Retired,West Lorraine,13
972,37,Male,500000,Self-Employed,New Abigail,1
973,52,Male,350000,Salaried,Reyesville,6
974,23,Female,500000,Retired,Jamesfurt,13
975,51,Female,800000,Retired,West Carlosview,18
976,52,Male,1200000,Self-Employed,Brianport,11
977,23,Female,800000,Student,East Brianside,10
978,41,Male,350000,Student,Loriland,2
979,61,Male,350000,Salaried,Breannaton,15
980,55,Male,1800000,Retired,Longfurt,8
981,46,Male,800000,Self-Employed,Marthaland,7
982,50,Male,200000,Salaried,Port Melissa,1
983,56,Male,800000,Salaried,East Mary,1
984,35,Female,200000,Salaried,West Rebecca,8
985,28,Male,800000,Salaried,Alexisland,9
986,21,Female,800000,Retired,Nguyenside,2
987,60,Male,350000,Self-Employed,Mitchellview,2
988,34,Male,500000,Self-Employed,Barnesport,6
989,31,Female,350000,Self-Employed,South Kimberly,3
990,34,Female,800000,Student,Lake Lorrainechester,13
991,52,Male,200000,Student,East Josefurt,19
992,58,Male,350000,Self-Employed,North Thomas,8
993,37,Female,500000,Student,Youngport,10
994,36,Female,500000,Salaried,Port Deborah,2
995,22,Male,800000,Retired,Port Randytown,15
996,51,Female,350000,Salaried,East Spencer,7
997,23,Female,800000,Retired,Lake Jerry,14
998,47,Female,200000,Retired,North Jasonburgh,7
999,59,Female,350000,Self-Employed,Markberg,9
1000,50,Female,1800000,Retired,Dustintown,19
1001,39,Male,500000,Retired,Melissaberg,17
1002,43,Male,1200000,Self-Employed,North Darren,10
1003,30,Female,800000,Self-Employed,East Traci,18
1004,34,Female,500000,Salaried,Vickiland,14
1005,44,Female,350000,Retired,Johnsonville,4
1006,33,Male,1200000,Retired,Laurieborough,8
1007,38,Male,500000,Student,Nunezland,14
1008,54,Male,200000,Student,Wellsfort,2
1009,31,Male,350000,Retired,Navarrofurt,17
1010,35,Female,200000,Salaried,Sandraton,17
1011,49,Male,200000,Salaried,Alexaport,6
1012,37,Female,200000,Retired,South Jonathanville,18
1013,28,Male,200000,Salaried,Robertsonland,5
1014,64,Male,800000,Self-Employed,Port Brianmouth,11
1015,21,Female,200000,Self-Employed,West Stephanieland,9
1016,47,Female,1200000,Student,South Jonton,4
1017,56,Male,1200000,Self-Employed,Port Brittanyport,19
1018,33,Male,500000,Salaried,Brianburgh,6
1019,32,Female,800000,Self-Employed,Carrmouth,17
1020,43,Male,500000,Retired,South Justinbury,1
1021,47,Male,800000,Student,Port Danny,10
1022,43,Female,350000,Retired,Lake Hannah,11
1023,33,Female,350000,Student,Hansonton,12
1024,31,Female,1800000,Student,West Kevin,15
1025,45,Female,350000,Retired,Estesstad,19
1026,39,Female,500000,Salaried,Cynthiatown,10
1027,37,Female,350000,Student,Nelsontown,16
1028,59,Male,500000,Student,Smithhaven,9
1029,55,Female,500000,Retired,Samanthaberg,18
1030,34,Male,800000,Self-Employed,Jasonmouth,9
1031,27,Male,800000,Salaried,Martinstad,18
1032,57,Female,800000,Retired,South Diana,2
1033,36,Female,350000,Self-Employed,Sanchezfurt,6
1034,31,Male,800000,Student,Davidmouth,1
1035,56,Male,800000,Retired,North Kristen,13
1036,54,Male,350000,Retired,West Tonyaside,8
1037,27,Female,200000,Student,Mitchellfort,3
1038,48,Female,1800000,Retired,Reedtown,12
1039,41,Female,800000,Self-Employed,Wilsonhaven,1
1040,56,Female,200000,Self-Employed,East Vanessa,11
1041,55,Male,800000,Retired,North Theresaborough,17
1042,30,Male,500000,Salaried,East Loriton,15
1043,30,Male,200000,Salaried,New Corey,5
1044,58,Male,350000,Salaried,North Craigside,17
1045,56,Female,1200000,Self-Employed,New Samuelfort,3
1046,45,Male,800000,Salaried,New Barbarachester,6
1047,37,Male,1200000,Salaried,North Matthew,11
1048,45,Male,1800000,Retired,Gregoryview,6
1049,21,Female,350000,Salaried,Port Gary,16
1050,37,Female,500000,Retired,New Aliciafort,12
1051,47,Male,500000,Salaried,Port Thomas,10
1052,50,Female,350000,Salaried,South Doris,5
1053,26,Male,500000,Student,North Jamie,1
1054,27,Female,350000,Salaried,West Annachester,12
1055,36,Female,500000,Self-Employed,Lake Davidberg,4
1056,33,Male,1800000,Salaried,Melissaland,15
1057,29,Male,500000,Self-Employed,New Markbury,8
1058,53,Male,500000,Student,Leburgh,8
1059,42,Female,350000,Student,Alexastad,8
1060,23,Female,800000,Salaried,Johnsonbury,2
1061,54,Female,500000,Retired,Toddfort,15
1062,43,Female,800000,Self-Employed,Ramirezton,4
1063,46,Male,1800000,Student,Brownshire,5
1064,52,Male,800000,Salaried,Hayesport,11
1065,35,Male,500000,Retired,Port Williamton,9
1066,37,Female,350000,Retired,Courtneyville,12
1067,27,Female,200000,Salaried,New Robert,10
1068,39,Male,200000,Self-Employed,Lake Jerome,8
1069,60,Male,1200000,Retired,Collinsshire,11
1070,63,Female,800000,Student,Davidbury,15
1071,58,Male,350000,Salaried,Lake Dianestad,15
1072,51,Male,800000,Self-Employed,South Ashley,18
1073,46,Female,200000,Student,Willieborough,5
1074,40,Male,500000,Salaried,Ryanborough,11
1075,53,Female,1800000,Salaried,Walkermouth,2
1076,35,Male,350000,Student,Port Benjamin,14
1077,25,Male,500000,Self-Employed,New Miguelport,18
1078,34,Male,500000,Retired,North Williamview,13
1079,51,Male,200000,Student,Olsonside,6
1080,49,Male,500000,Self-Employed,West Davidhaven,13
1081,63,Female,800000,Student,Ricemouth,17
1082,31,Female,800000,Self-Employed,Briannaville,11
1083,51,Male,350000,Student,North Jonathanfort,6
1084,61,Male,350000,Salaried,Brianhaven,3
1085,46,Female,500000,Self-Employed,Brandonmouth,12
1086,31,Male,500000,Student,West Mariaton,18
1087,39,Female,350000,Student,Taylorstad,6
1088,38,Male,1800000,Student,Huntershire,4
1089,64,Female,800000,Retired,Port Michaelberg,2
1090,37,Male,1800000,Student,Port Brittneyfort,16
1091,22,Female,1800000,Retired,North Rebeccamouth,8
1092,33,Male,1200000,Retired,Brownstad,4
1093,50,Male,500000,Student,South Juan,7
1094,37,Male,350000,Salaried,Lake Charles,18
1095,42,Male,1200000,Student,North Yvonne,12
1096,29,Male,800000,Retired,Brownburgh,4
1097,57,Male,350000,Retired,Lisafort,10
1098,63,Female,200000,Student,Mclaughlinview,10
1099,60,Male,800000,Salaried,Michaelton,8
1100,47,Male,350000,Student,East Amyhaven,3
1101,64,Female,800000,Student,South Ericmouth,10
1102,56,Female,350000,Salaried,South Brittany,2
1103,21,Male,200000,Salaried,Walkerville,7
1104,23,Male,350000,Retired,Longbury,3
1105,55,Female,1800000,Retired,Michaelville,14
1106,37,Male,800000,Salaried,Stephanieside,18
1107,24,Male,800000,Student,Campbellstad,1
1108,46,Male,1200000,Student,Ericchester,10
1109,31,Female,800000,Salaried,North Jonathanbury,5
1110,21,Female,350000,Retired,South Nathan,2
1111,61,Female,1800000,Salaried,New Patricia,5
1112,31,Male,500000,Self-Employed,New Kristenfort,3
1113,32,Female,800000,Self-Employed,Port Christinemouth,19
1114,27,Male,1200000,Student,Johnsonshire,7
1115,46,Female,1200000,Student,Victortown,14
1116,24,Female,800000,Self-Employed,Lewisview,15
1117,49,Male,350000,Self-Employed,North James,16
1118,39,Female,500000,Student,Scottview,14
1119,48,Female,500000,Student,South Jamesbury,4
1120,35,Female,1200000,Salaried,Ryanton,1
1121,23,Female,200000,Student,Dustinshire,8
1122,56,Male,800000,Retired,Williamsfort,10
1123,24,Male,350000,Retired,Rivaschester,17
1124,43,Male,200000,Self-Employed,West Nicholasborough,13
1125,25,Female,350000,Salaried,Port Kendraport,9
1126,26,Female,200000,Student,Gentryville,10
1127,60,Female,350000,Student,Mooreside,6
1128,41,Female,350000,Student,Johnmouth,3
1129,42,Female,800000,Self-Employed,South Trevor,12
1130,58,Female,800000,Student,Langshire,4
1131,61,Male,800000,Retired,South Sarah,18
1132,50,Female,350000,Self-Employed,Lake Virginiaville,16
1133,47,Female,350000,Student,Parkschester,16
1134,56,Female,1800000,Retired,New Aaron,8
1135,36,Male,200000,Student,West Phillip,10
1136,30,Female,200000,Student,Port Jeremy,2
1137,29,Female,350000,Student,East Hannahside,10
1138,42,Male,350000,Self-Employed,Garrettfurt,4
1139,45,Male,200000,Salaried,Lake Jessica,5
1140,58,Female,800000,Self-Employed,New Ericshire,19
1141,56,Female,1800000,Student,Lake Cassieberg,2
1142,60,Male,350000,Retired,South Randyburgh,7
1143,26,Female,1200000,Self-Employed,South Marcus,7
1144,37,Female,200000,Self-Employed,West Jonathan,9
1145,49,Female,200000,Self-Employed,Ryanside,6
1146,26,Female,800000,Retired,Andrewburgh,3
1147,37,Male,800000,Retired,New Jake,12
1148,21,Female,350000,Retired,South Cynthia,15
1149,56,Female,800000,Salaried,Jessicaside,4
1150,38,Female,200000,Salaried,Singletonmouth,11
1151,55,Male,200000,Self-Employed,Jonestown,1
1152,34,Female,800000,Self-Employed,Brandiside,4
1153,44,Male,800000,Retired,West Ronald,19
1154,26,Female,500000,Retired,Port Alexandramouth,17
1155,60,Male,200000,Salaried,Robertsshire,1
1156,25,Male,800000,Student,Josephland,6
1157,60,Male,350000,Self-Employed,Cruzshire,3
1158,39,Female,350000,Student,New Curtis,11
1159,30,Female,800000,Retired,East Kimberlyshire,4
1160,64,Male,350000,Student,Tiffanyview,19
1161,57,Male,200000,Retired,New Karenbury,14
1162,23,Male,1200000,Student,Jonesborough,19
1163,38,Female,350000,Salaried,Marquezburgh,8
1164,53,Male,500000,Self-Employed,Kennethborough,11
1165,25,Female,350000,Student,Ericaville,17
1166,26,Female,350000,Retired,Jonestown,14
1167,25,Male,200000,Retired,Banksview,1
1168,61,Female,800000,Retired,Lake Alanfort,5
